linolenic,other,oleic,eicosenoic,stearic
-1.0180493444581526,-1.0231146942284237,0.31409682461642247,0.9797711338865462,-1.0794837885878044
-1.3024494528312476,1.1665368718035158,3.066105437607848,0.29660706609813525,-1.0413899627884993
-0.5646578673416248,-1.0961030797628217,-0.5033314762721198,-2.663770560984979,-0.31760727260170507
-0.12363161232827505,0.509641401993934,-0.6395695264202101,-0.2043799169466995,0.46331615628404665
0.15252501464270102,0.21768785985634212,-0.8847980166867728,-0.568734086433852,1.0728173690729261
-1.5456321541937488,-1.0961030797628217,-1.0755312868940994,-1.7528851372670977,-1.1747183530860668
-1.1581885282941704,1.604467185009904,0.45033487476451284,1.0708596762583344,-1.5556566110791163
0.4905077521295672,-1.0231146942284237,-0.585074306360974,0.43323987965581745,-0.45093566289927245
0.8490991931217302,0.2906762453907401,-0.557826696331356,-0.29546845931848764,1.4728025399656282
-1.5538756355958674,-1.0231146942284237,-0.9120456267163909,-0.7509111711774283,-1.308046743383634
0.6017947510581695,1.093548486269118,-0.012874495738994447,0.4787841508417115,0.9013951529760538
-0.6306057185585744,1.3855020284067099,-0.04012210576861252,0.4787841508417115,0.12047172409030199
1.0964036351852908,0.582629787528332,-0.09461732582784867,-0.0677471033890173,1.3585210625677133
-1.5744843391011643,-1.0961030797628217,-0.6395695264202101,-0.29546845931848764,-1.460422046580854
1.611621222817709,-1.0231146942284237,0.3685920446756586,0.5698726932134996,-0.393794924200315
-0.8325710129104822,-0.07426568228124983,0.23235399452756822,0.5243284220276055,-0.43188874999961996
0.7089600092857125,-1.0961030797628217,0.06886833434985978,0.29660706609813525,-0.2985603597020526
0.7089600092857125,0.2906762453907401,-2.083692857989968,-0.38655700169027574,0.9204420658757062
-0.6470926813628117,0.36366463092513807,-1.0755312868940994,0.6154169643993938,-0.24141962100309514
-0.10302290882297832,0.4366530164595361,-1.1845217270125716,-0.11329137457491135,0.23475320148821688
0.523481677738042,-1.0961030797628217,-0.44883625621288364,0.43323987965581745,-0.6414047918957972
-0.8943971234263725,-1.0231146942284237,0.5865729249126032,0.9797711338865462,-0.6985455305947547
1.6281081856219461,-1.0231146942284237,0.2596016045571863,1.0253154050724402,-0.2985603597020526
0.9603861920503325,1.2395252573379139,-0.5305790863017379,0.2055185237263471,0.8823482400764012
0.3297598647882528,-1.0231146942284237,-0.25810298600555714,1.0253154050724402,-0.869967746691627
-0.6677013848681085,2.261362654819486,0.6955633650310755,0.4787841508417115,-1.4032813078818964
-1.5332669320905707,-1.0961030797628217,-1.5932358774568427,0.29660706609813525,-1.0794837885878044
-1.5744843391011643,-1.0961030797628217,-0.7758075765683006,-0.11329137457491135,-1.3651874820825916
0.4492903451189738,0.2906762453907401,-0.44883625621288364,-0.15883564576080542,0.5395038078826566
-1.0180493444581526,-1.0961030797628217,0.5865729249126032,-2.2083278491260385,0.44426924338439416
0.2184728658596505,1.677455570544302,0.6683157550014575,1.1164039474442284,0.8442544142770962
-0.8119623094051855,-0.0012772967468518404,3.338581537904029,-0.11329137457491135,-0.5461702273975348
0.8532209338227895,0.801594944131526,-0.585074306360974,-0.0677471033890173,0.8061605884777913
1.0840384130821128,1.02056010073472,0.7773061951199297,0.15997425254045303,1.5680371044638906
0.34212508689143084,1.9694091126818938,1.267763175653055,1.3441253033736988,0.8252075013774438
0.5399686405422793,0.6556181730627301,-0.012874495738994447,-0.15883564576080542,0.5775976336819615
0.9768731548545698,0.801594944131526,0.20510638449795016,0.11442998135455897,2.825133355840954
-0.49871001612467536,2.11538588375069,-0.3943410361536475,1.3896695745595928,0.06333098539134456
1.302490670238258,0.801594944131526,-0.31259820606479327,0.4787841508417115,1.663271668962153
0.9109253036376204,0.582629787528332,-0.3943410361536475,0.0688857101686649,0.3299877659864793
1.611621222817709,0.801594944131526,-1.34800738719028,0.25106279491224115,0.672832198180224
-0.8985188641274318,-0.0012772967468518404,0.7773061951199297,-0.0677471033890173,0.025237159592039593
0.11542934833316691,0.509641401993934,0.09611594437947785,-0.15883564576080542,0.19665937568891192
1.339586336547792,-1.0961030797628217,0.39583965470527666,0.0688857101686649,-0.7175924434944072
0.9686296734524511,0.21768785985634212,-1.4569978273087525,0.752049777957076,0.8633013271767488
0.012385830806683311,-1.0231146942284237,-0.23085537597593905,-2.663770560984979,-0.31760727260170507
0.5440903812433387,0.874583329665924,-0.23085537597593905,-0.29546845931848764,0.3299877659864793
0.5729425661507541,-0.9501263086940257,-0.5033314762721198,1.4352138457454868,0.15856554988960697
0.0948206448278702,-1.0961030797628217,-0.5033314762721198,-2.663770560984979,0.06333098539134456
-0.44100564630984457,1.7504439560786997,-0.4760838662425017,1.571846659303169,0.025237159592039593
1.026334043267282,0.947571715200322,-0.2853505960351752,0.3421513372840293,1.0728173690729261
