texture_worst,radius_worst,area_worst,concavity_worst,concavity_mean
0.8041158728006657,-0.6679006672253643,-0.6342664877092736,-0.5179372808664526,-0.42944411712188835
-0.654888147534115,-0.3731937177340083,-0.4478682166702336,-0.6064751178890492,-0.6243853887309431
0.5536140224415618,-0.443362039041474,-0.47137943234575674,-0.6283715722064657,-0.7079316479919665
1.034306762319842,1.4150960710162626,1.2417255486736598,2.3723946890325096,3.5791528574963363
-1.375927257351535,-0.5636505898542724,-0.5669466039764806,-1.0347412037451256,-0.9480803125045945
1.2204905700191762,0.761528278266724,0.6429507034121338,0.097543489403534,-0.285579706555821
0.14739480564301521,-0.7500978436141099,-0.6755379742188251,-0.8648056778469159,-0.8150806621114854
-0.4416230587148776,-0.04039539381859917,-0.16099755634154767,-0.9673858062252471,-0.7839849692026739
0.12877642487308194,1.6035481339563131,1.5072838840015117,0.0023415141104192187,0.11479294993273075
-1.0949589657325403,0.13201819567974518,-0.04631695038467922,-0.2775522932513379,-0.2783365331071822
0.4351334175419857,2.381414095879077,2.528922320549426,1.4803521805360247,1.6322377874225604
1.2881937728189337,0.4407588094325951,0.27252219744525763,0.6340066201802351,0.4333676993719996
-0.8732309765633337,-0.38121295445486136,-0.42621760079637055,-1.230524065935416,-1.0906834118321918
-1.2185173108420984,-0.6358237203419513,-0.6022980002080227,-0.872755042783891,-0.862660818730992
-0.22158764961566468,0.7314561405635246,0.5871327093623305,-0.23185534511064287,-0.1073726632591388
-1.2997611542018077,0.19216247108614457,-0.013671881137370114,-0.25993992782211167,-0.5334710737204421
-0.5431778629145145,-0.0002992102143331574,-0.10433383510917163,1.7512018002449359,1.4773837343826963
-0.4991707810946717,0.28438369337595687,0.06751792838961646,0.8244105707664646,1.9481900085442185
-0.6616584678140905,-0.31705906068803547,-0.38122491468349884,-0.634559700600518,-0.8365604178557247
-1.230365371332056,0.029772927488866886,-0.1347800136817916,0.2484386202431208,0.7018646461749897
-0.5516407632644839,0.009724835686733524,-0.09858289026767679,-0.641223838871036,-0.7016875329500365
