area_mean,area_se,concave_points_worst,texture_mean,concave_points_mean
-0.5947266923421473,-0.44155006281150244,0.09311468779850983,1.3282131128562233,-0.15488164911206428
-0.4534769397177387,-0.25553370883339493,-0.5009050839425534,-0.6153188143167831,-0.4743377899432178
-0.5280029996738552,-0.3125679755460758,-0.27868938568369517,-0.3258061218685448,-0.5597592130583503
1.5676052349766558,1.513536231816473,2.0447871957075123,1.109892066091978,2.7839150303401263
-0.45805074123129097,-0.5626723041341921,-0.7552501535031292,-1.3082508323076474,-0.7418417202248171
0.2804836796334738,-0.006437052802039775,0.5997126818116426,0.24135398874726458,0.0736581232573692
-0.6280885386762934,-0.5407050423967992,-1.0596572667198703,-0.4515780292435992,-0.8345064803877239
0.06336263131366852,-0.3429996867602624,-0.435151951976247,-0.5559924429134557,-0.2780183789242289
1.6967478659475437,0.6275905199120732,0.9344558990946569,0.5901930525988304,0.7220616741546911
0.33940500501394133,-0.5318375238973011,0.166339766579169,-0.764821270253168,0.12561033380692346
2.229461218702456,2.3277356576794785,1.0480294906728227,0.4027217189643151,1.4951005763223375
0.14596010570546566,0.4447987181156013,0.5772968413685841,1.529922775627536,0.41434473474579264
-0.3364414304003718,-0.5199469877275196,-1.3295439856543003,-0.8241476416564955,-1.1409495915571863
-0.575086250548658,-0.5652922527817712,-0.6533327989553542,-1.5550485373454892,-0.7321006807467756
1.1828678135425525,-0.09188768561538484,0.23059850918260472,0.1630431784948728,0.23700786219683326
0.017086521882433897,-0.2466661903338969,0.166339766579169,-1.0804375661188699,-0.341210250409985
-0.3555437778981487,-0.1338068639766486,1.2647159482890593,-0.8858470679159559,1.1756444354911841
0.13708154982621693,0.3659987241768798,1.6278525634666148,-0.4800546875171966,1.879746750583461
-0.29581531107411324,-0.5658968563158279,-0.6590114785342626,-0.5559924429134557,-0.8544880998298603
-0.01681341874742422,0.16426267831329844,-0.04735791231132656,-1.2607897351849853,0.35115286326003664
-0.2976986411091052,-0.09974753155812179,-0.20725757413848067,-1.0756914564066038,-0.5610080642734838
-0.5909600322721631,-0.45041758131100057,-0.6755992004621263,-1.9893175760178459,-0.773812311332235
-0.11824419348914249,-0.20736696062021215,0.2978460305117817,0.2935611955821933,-0.4586022646325355
0.14676724714903358,-0.37584981211067575,1.8176400125511811,2.687973545420488,1.1326839536905913
-0.5500648657980487,-0.4492083742428871,-0.8728585963610453,-0.9689039878806142,-0.7997884166070122
0.7284471808137409,0.06268928459177482,-0.4725116860480118,0.8939440741838661,-0.513801488341437
-0.7343621620794198,-0.5020104162171712,0.11702491760443948,-0.2617336407529513,-0.509555394209983
-0.9396451358935602,-0.5290160407383699,-0.8700192565715912,-0.4183552612577357,-0.7440896524120574
-0.3375176189917958,-0.2801209192183669,0.06173251117822718,0.34339534756098766,-0.34570611478446567
-0.7435097651065243,-0.3726252599290401,-1.7031413263719501,2.3913416884038505,-1.2223996678081943
1.2635819578993575,0.5199710908499827,1.0480294906728227,1.6604407927148566,2.4467252022540773
-0.5893457493850269,-0.5066457099782725,-0.562623364629109,-0.8644895742107581,-0.7570777050494459
0.06094120698296444,-0.34481349736243244,1.995472346732782,0.7681721668088126,1.2031191622241217
-0.3151867057197463,-0.2009178562569409,0.5264876030309835,0.23423482417886587,0.3156854887502448
-0.6964265142317215,-0.49032141455874195,-0.2606072743929609,1.1003998466674458,-0.19709282018357707
0.4072048862736576,0.06268928459177482,0.662477035052208,0.33627618299258893,0.8976501550024634
-0.4039722645122316,-0.4969720534333655,-0.19081929114690402,-0.8004170930951645,-0.4511091573417344
