other,linolenic,eicosenoic
-1.0784814923424746,-1.4686907685249226,1.4689010846388557
-1.0784814923424746,0.6482811367318391,0.39329697936366675
0.8247211412030687,-0.804542719816919,0.4400623752451967
-1.0784814923424746,-0.9290704789496697,-1.3370226682529416
0.6132541819202306,0.8724311031707903,-0.7758379176745821
0.6132541819202306,0.4033765437707627,0.39329697936366675
-0.9375035194872492,0.5196024522946634,0.6738893546528465
0.3312982362097797,1.4618624963991436,-0.3549493547408125
0.260809249782167,-0.6509584835531932,-0.12112237533316275
-0.9375035194872492,1.6860124628380948,1.141543313468146
-0.021146695928283867,0.7105450162982144,0.6738893546528465
-1.007992505914862,1.3954476915283434,0.39329697936366675
0.6837431683478433,0.6648848379495392,0.4400623752451967
0.47227620906500517,-1.518501872178023,-0.3549493547408125
-1.0784814923424746,0.7437524187336146,0.7206547505343764
-1.007992505914862,-1.5724639011355483,0.29976618760060686
-1.007992505914862,-1.5932185276576734,-1.1031956888452918
1.8820559376172596,0.3162071123778372,1.3753702928757958
0.40178722263739247,-0.13209282050006527,-0.12112237533316275
0.260809249782167,0.4241311702928878,-0.1678877712146927
-0.021146695928283867,0.80601629829999,-0.027591583570102832
-1.007992505914862,-1.5932185276576734,-1.8046766270682413
-1.0784814923424746,0.5860172571654637,0.8609509381789663
-1.0784814923424746,-1.5849166770488234,-1.2434918764898817
0.04934229049932885,0.980355161085841,0.06593920819295708
-1.007992505914862,-1.9668018050559255,0.29976618760060686
-0.1621246687835093,1.0177134888256663,-0.4952455423854024
-1.0784814923424746,-1.136616744170921,1.4689010846388557
-1.007992505914862,-1.4686907685249226,0.5335931670082567
-0.9375035194872492,-1.4686907685249226,-1.3370226682529416
-0.9375035194872492,-1.5849166770488234,-0.869368709437642
0.6837431683478433,-0.9415232548629447,-0.21465316709622265
0.6132541819202306,0.8765820284752154,-0.40171475062234246
-0.1621246687835093,0.988657011694691,0.06593920819295708
0.8247211412030687,1.3539384384840931,0.159469999956017
1.9525449240448722,-0.8751084499921444,0.159469999956017
-1.007992505914862,0.7852616717778649,0.3465315834821368
-1.007992505914862,-0.015866911976164612,-2.7399845446988405
0.6132541819202306,-0.8294482716434691,0.29976618760060686
-1.007992505914862,0.5901681824698888,-0.027591583570102832
-1.0784814923424746,0.6565829873406891,0.6271239587713165
-0.9375035194872492,0.5486589294256385,1.4689010846388557
0.8247211412030687,1.349787513179668,-0.21465316709622265
0.9656991140582942,-1.00378713442932,0.7674201464159064
0.47227620906500517,1.3746930650062181,1.0947779175866161
-1.007992505914862,-0.7630334667726688,1.9365550434541554
0.260809249782167,0.35771636542208746,0.11270460407448704
0.8247211412030687,-0.6841658859885933,-0.07435697945163279
0.8247211412030687,0.8267709248221151,-0.07435697945163279
-1.007992505914862,-1.3026537563479217,0.5335931670082567
-1.0784814923424746,-1.0951074911266707,1.9365550434541554
0.6132541819202306,0.0754534447211859,-0.21465316709622265
0.3312982362097797,0.6856394644716644,0.4400623752451967
-1.007992505914862,0.3037543364645622,1.0480125217050862
-0.9375035194872492,-0.18190392415316553,-2.7399845446988405
2.9393907340314507,-1.2030315490417212,0.2530007917190769
-0.9375035194872492,1.507522674747819,0.5803585628897866
0.04934229049932885,0.7063940909937895,-0.027591583570102832
-1.0784814923424746,-0.804542719816919,1.4689010846388557
-1.007992505914862,-1.530954648091298,-0.4952455423854024
-0.30310264163873474,1.0218644141300912,-0.07435697945163279
-0.9375035194872492,-1.717746286790424,0.06593920819295708
-0.9375035194872492,-0.6385057076399181,-2.7399845446988405
-1.0784814923424746,0.5652626306433386,1.4221356887573258
-1.0784814923424746,1.3207310360486928,0.06593920819295708
0.6837431683478433,-1.526803722786873,-0.4484801465038724
-1.007992505914862,-1.5849166770488234,-0.6355417300299923
-1.007992505914862,0.8350727754309651,0.7206547505343764
