linolenic,other,stearic,linoleic,eicosenoic,arachidic,palmitoleic,oleic
-1.0180493444581526,-1.0231146942284237,-1.0794837885878044,1.0101652830897165,0.9797711338865462,0.6248279818872317,-0.6853786415994649,0.31409682461642247
-1.3024494528312476,1.1665368718035158,-1.0413899627884993,0.753516658914776,0.29660706609813525,1.3321804142123992,-0.5908212399258661,3.066105437607848
-0.5646578673416248,-1.0961030797628217,-0.31760727260170507,1.2322650540103381,-2.663770560984979,-2.5189606062246246,-1.217264026013458,-0.5033314762721198
-0.12363161232827505,0.509641401993934,0.46331615628404665,0.020587414876724767,-0.2043799169466995,-0.3183085945463252,0.1065395974169246,-0.6395695264202101
0.15252501464270102,0.21768785985634212,1.0728173690729261,-0.6259696960255292,-0.568734086433852,-0.3969033092491216,1.288507118336909,-0.8847980166867728
-1.5456321541937488,-1.0961030797628217,-1.1747183530860668,1.602431338878041,-1.7528851372670977,0.2318544083732496,-0.9217721457834618,-1.0755312868940994
-1.1581885282941704,1.604467185009904,-1.5556566110791163,1.1557640218043463,1.0708596762583344,1.1749909848068065,-1.0104197098524605,0.45033487476451284
0.4905077521295672,-1.0231146942284237,-0.45093566289927245,0.2525582867271518,0.43323987965581745,-0.003929735735139597,-0.9513213338064613,-0.585074306360974
0.8490991931217302,0.2906762453907401,1.4728025399656282,-1.4279966465722183,-0.29546845931848764,-0.9470663121686964,2.0154171437026993,-0.557826696331356
-1.5538756355958674,-1.0231146942284237,-1.308046743383634,1.5777535865535273,-0.7509111711774283,-0.1611191651407324,-0.8626737697374626,-0.9120456267163909
0.6017947510581695,1.093548486269118,0.9013951529760538,-1.075104788331675,0.4787841508417115,-0.2397138798435288,1.2353185798955097,-0.012874495738994447
-0.6306057185585744,1.3855020284067099,0.12047172409030199,0.282171589516568,0.4787841508417115,0.310449123076046,-0.08257520593027289,-0.04012210576861252
1.0964036351852908,0.582629787528332,1.3585210625677133,-1.5538531834272373,-0.0677471033890173,-0.2397138798435288,1.6667367250313039,-0.09461732582784867
-1.5744843391011643,-1.0961030797628217,-1.460422046580854,1.4543648249309598,-0.29546845931848764,0.6248279818872317,-0.7444770176454641,-0.6395695264202101
1.611621222817709,-1.0231146942284237,-0.393794924200315,-0.7049385034639725,0.5698726932134996,-0.5540927386547144,-0.4371654622062682,0.3685920446756586
-0.8325710129104822,-0.07426568228124983,-0.43188874999961996,0.15878282789400044,0.5243284220276055,0.5462332671844352,0.7861709219459156,0.23235399452756822
0.7089600092857125,-1.0961030797628217,-0.2985603597020526,0.1291695251045842,0.29660706609813525,-0.9470663121686964,-1.0399688978754602,0.06886833434985978
0.7089600092857125,0.2906762453907401,0.9204420658757062,-0.7567617833454509,-0.38655700169027574,-0.3969033092491216,1.0875726397805117,-2.083692857989968
-0.6470926813628117,0.36366463092513807,-0.24141962100309514,0.06500736906084909,0.6154169643993938,1.2535856995096029,0.6147856314125179,-1.0755312868940994
-0.10302290882297832,0.4366530164595361,0.23475320148821688,0.2871071399814707,-0.11329137457491135,-0.2397138798435288,-0.28941952209127014,-1.1845217270125716
0.523481677738042,-1.0961030797628217,-0.6414047918957972,0.17358947928870855,0.43323987965581745,0.2318544083732496,-0.7681163680638639,-0.44883625621288364
-0.8943971234263725,-1.0231146942284237,-0.6985455305947547,0.9114542737916626,0.9797711338865462,-0.1611191651407324,-0.8035753936914634,0.5865729249126032
1.6281081856219461,-1.0231146942284237,-0.2985603597020526,-0.5692108656791481,1.0253154050724402,-0.5540927386547144,-0.4962638382522674,0.2596016045571863
0.9603861920503325,1.2395252573379139,0.8823482400764012,-1.1540735957701185,0.2055185237263471,0.07466497896765681,0.987105400502313,-0.5305790863017379
0.3297598647882528,-1.0231146942284237,-0.869967746691627,0.24268718579734638,1.0253154050724402,0.07466497896765681,-0.6912884792040648,-0.25810298600555714
