concave_points_worst,smoothness_se,texture_worst,concave_points_mean,radius_worst
0.09311468779850983,0.3845210600497595,0.8041158728006657,-0.15488164911206428,-0.6679006672253643
-0.5009050839425534,0.1286635587804361,-0.654888147534115,-0.4743377899432178,-0.3731937177340083
-0.27868938568369517,-0.38273595978623925,0.5536140224415618,-0.5597592130583503,-0.443362039041474
2.0447871957075123,1.0344180423121603,1.034306762319842,2.7839150303401263,1.4150960710162626
-0.7552501535031292,-0.32721078071916043,-1.375927257351535,-0.7418417202248171,-0.5636505898542724
0.5997126818116426,-0.7808767324149526,1.2204905700191762,0.0736581232573692,0.761528278266724
-1.0596572667198703,0.23024939775543246,0.14739480564301521,-0.8345064803877239,-0.7500978436141099
-0.435151951976247,-0.6376470091396468,-0.4416230587148776,-0.2780183789242289,-0.04039539381859917
0.9344558990946569,-0.28178108875518676,0.12877642487308194,0.7220616741546911,1.6035481339563131
0.166339766579169,-0.8174728731637091,-1.0949589657325403,0.12561033380692346,0.13201819567974518
1.0480294906728227,-0.44614823815261906,0.4351334175419857,1.4951005763223375,2.381414095879077
0.5772968413685841,1.0785857983882456,1.2881937728189337,0.41434473474579264,0.4407588094325951
-1.3295439856543003,-1.0944678005551596,-0.8732309765633337,-1.1409495915571863,-0.38121295445486136
-0.6533327989553542,-0.49631018969617335,-1.2185173108420984,-0.7321006807467756,-0.6358237203419513
0.23059850918260472,0.14822356504270237,-0.22158764961566468,0.23700786219683326,0.7314561405635246
0.166339766579169,-0.7474354313859164,-1.2997611542018077,-0.341210250409985,0.19216247108614457
1.2647159482890593,0.019190620506138494,-0.5431778629145145,1.1756444354911841,-0.0002992102143331574
1.6278525634666148,0.9618567287585911,-0.4991707810946717,1.879746750583461,0.28438369337595687
-0.6590114785342626,-0.8540690139124656,-0.6616584678140905,-0.8544880998298603,-0.31705906068803547
-0.04735791231132656,0.9069625176354567,-1.230365371332056,0.35115286326003664,0.029772927488866886
-0.20725757413848067,-0.8266219083508983,-0.5516407632644839,-0.5610080642734838,0.009724835686733524
-0.6755992004621263,-0.2921920598302641,-0.9257009587331457,-0.773812311332235,-0.503506314447873
0.2978460305117817,-0.9446129138684407,0.2794160511025431,-0.4586022646325355,0.027768118308653264
1.8176400125511811,-0.7811922163869247,2.907992899803139,1.1326839536905913,0.24228270059147725
-0.8728585963610453,-0.5357456861926783,-0.7158210300538969,-0.7997884166070122,-0.5135303603489397
-0.4725116860480118,-0.4338443632457095,0.9919922605699935,-0.513801488341437,0.7094032395811783
0.11702491760443948,-0.1382358815079091,0.39789665600211915,-0.509555394209983,-0.7480930344338967
-0.8700192565715912,0.25170230784953124,-0.46870433983478077,-0.7440896524120574,-1.0307711288439732
0.06173251117822718,0.06114998877841979,-0.025248361496367073,-0.34570611478446567,-0.30302539642654225
-1.7031413263719501,0.1554796963980594,2.1480244483758573,-1.2223996678081943,-0.880410440327975
1.0480294906728227,0.14002098177142935,1.2035647693192366,2.4467252022540773,0.8056340802314165
-0.562623364629109,-0.357181758056504,-0.12003284541602836,-0.7570777050494459,-0.5295688337906461
1.995472346732782,-0.04295972197235324,0.33188603327235516,1.2031191622241217,0.007720026506520615
0.5264876030309835,-0.6401708809154231,0.40466697628209475,0.3156854887502448,0.21421537206849084
-0.2606072743929609,0.3466629834131153,1.9550703203965476,-0.19709282018357707,-0.7681411262360297
0.662477035052208,-0.12750942646085972,0.8075010329406535,0.8976501550024634,0.5951291163090198
-0.19081929114690402,-0.5606689199784693,-0.6413475069741631,-0.4511091573417344,-0.36717929019336815
-0.183347344332551,-0.5319598785290138,0.48591081964180416,0.014212805417013807,-0.06044348562073182
