linolenic,other,eicosenoic,oleic,palmitoleic
-1.0180493444581526,-1.0231146942284237,0.9797711338865462,0.31409682461642247,-0.6853786415994649
-1.3024494528312476,1.1665368718035158,0.29660706609813525,3.066105437607848,-0.5908212399258661
-0.5646578673416248,-1.0961030797628217,-2.663770560984979,-0.5033314762721198,-1.217264026013458
-0.12363161232827505,0.509641401993934,-0.2043799169466995,-0.6395695264202101,0.1065395974169246
0.15252501464270102,0.21768785985634212,-0.568734086433852,-0.8847980166867728,1.288507118336909
-1.5456321541937488,-1.0961030797628217,-1.7528851372670977,-1.0755312868940994,-0.9217721457834618
-1.1581885282941704,1.604467185009904,1.0708596762583344,0.45033487476451284,-1.0104197098524605
0.4905077521295672,-1.0231146942284237,0.43323987965581745,-0.585074306360974,-0.9513213338064613
0.8490991931217302,0.2906762453907401,-0.29546845931848764,-0.557826696331356,2.0154171437026993
-1.5538756355958674,-1.0231146942284237,-0.7509111711774283,-0.9120456267163909,-0.8626737697374626
0.6017947510581695,1.093548486269118,0.4787841508417115,-0.012874495738994447,1.2353185798955097
-0.6306057185585744,1.3855020284067099,0.4787841508417115,-0.04012210576861252,-0.08257520593027289
1.0964036351852908,0.582629787528332,-0.0677471033890173,-0.09461732582784867,1.6667367250313039
-1.5744843391011643,-1.0961030797628217,-0.29546845931848764,-0.6395695264202101,-0.7444770176454641
1.611621222817709,-1.0231146942284237,0.5698726932134996,0.3685920446756586,-0.4371654622062682
-0.8325710129104822,-0.07426568228124983,0.5243284220276055,0.23235399452756822,0.7861709219459156
0.7089600092857125,-1.0961030797628217,0.29660706609813525,0.06886833434985978,-1.0399688978754602
0.7089600092857125,0.2906762453907401,-0.38655700169027574,-2.083692857989968,1.0875726397805117
-0.6470926813628117,0.36366463092513807,0.6154169643993938,-1.0755312868940994,0.6147856314125179
-0.10302290882297832,0.4366530164595361,-0.11329137457491135,-1.1845217270125716,-0.28941952209127014
0.523481677738042,-1.0961030797628217,0.43323987965581745,-0.44883625621288364,-0.7681163680638639
-0.8943971234263725,-1.0231146942284237,0.9797711338865462,0.5865729249126032,-0.8035753936914634
1.6281081856219461,-1.0231146942284237,1.0253154050724402,0.2596016045571863,-0.4962638382522674
0.9603861920503325,1.2395252573379139,0.2055185237263471,-0.5305790863017379,0.987105400502313
0.3297598647882528,-1.0231146942284237,1.0253154050724402,-0.25810298600555714,-0.6912884792040648
-0.6677013848681085,2.261362654819486,0.4787841508417115,0.6955633650310755,-1.512755906243454
-1.5332669320905707,-1.0961030797628217,0.29660706609813525,-1.5932358774568427,-1.0990672739214595
-1.5744843391011643,-1.0961030797628217,-0.11329137457491135,-0.7758075765683006,-0.7740262056684637
0.4492903451189738,0.2906762453907401,-0.15883564576080542,-0.44883625621288364,0.5911462809941181
-1.0180493444581526,-1.0961030797628217,-2.2083278491260385,0.5865729249126032,0.0238018709525257
0.2184728658596505,1.677455570544302,1.1164039474442284,0.6683157550014575,0.5438675801573188
-0.8119623094051855,-0.0012772967468518404,-0.11329137457491135,3.338581537904029,0.7270725458999164
0.8532209338227895,0.801594944131526,-0.0677471033890173,-0.585074306360974,1.069843126966712
1.0840384130821128,1.02056010073472,0.15997425254045303,0.7773061951199297,1.6135481865899046
0.34212508689143084,1.9694091126818938,1.3441253033736988,1.267763175653055,0.6088757938079179
0.5399686405422793,0.6556181730627301,-0.15883564576080542,-0.012874495738994447,0.5556872553665186
0.9768731548545698,0.801594944131526,0.11442998135455897,0.20510638449795016,3.0555485621122855
-0.49871001612467536,2.11538588375069,1.3896695745595928,-0.3943410361536475,-0.08257520593027289
1.302490670238258,0.801594944131526,0.4787841508417115,-0.31259820606479327,0.9752857252931131
0.9109253036376204,0.582629787528332,0.0688857101686649,-0.3943410361536475,0.7034331954815167
1.611621222817709,0.801594944131526,0.25106279491224115,-1.34800738719028,0.7743512467367157
-0.8985188641274318,-0.0012772967468518404,-0.0677471033890173,0.7773061951199297,1.0225644261299125
