concave_points_worst,perimeter_worst,radius_worst,concave_points_mean,perimeter_mean
0.09311468779850983,-0.668238394030071,-0.6679006672253643,-0.15488164911206428,-0.5805714146522838
-0.5009050839425534,-0.4033264221572421,-0.3731937177340083,-0.4743377899432178,-0.38674314838525503
-0.27868938568369517,-0.5373747751377009,-0.443362039041474,-0.5597592130583503,-0.548925983425014
2.0447871957075123,1.8164332372405518,1.4150960710162626,2.7839150303401263,2.0337367726105557
-0.7552501535031292,-0.550692754051526,-0.5636505898542724,-0.7418417202248171,-0.41561960438013906
0.5997126818116426,0.629395986225689,0.761528278266724,0.0736581232573692,0.3525732386618394
-1.0596572667198703,-0.8103933428711195,-0.7500978436141099,-0.8345064803877239,-0.6731343009920486
-0.435151951976247,-0.0857215771905825,-0.04039539381859917,-0.2780183789242289,0.15558042927208374
0.9344558990946569,1.5529688717713988,1.6035481339563131,0.7220616741546911,1.6421245611730908
0.166339766579169,0.16037151143445005,0.13201819567974518,0.12561033380692346,0.5543128627356853
1.0480294906728227,2.5576077159230026,2.381414095879077,1.4951005763223375,2.1761412131332714
0.5772968413685841,0.39488374883006955,0.4407588094325951,0.41434473474579264,0.22599151375275947
-1.3295439856543003,-0.45051839091710116,-0.38121295445486136,-1.1409495915571863,-0.3250345574920791
-0.6533327989553542,-0.6798192452594845,-0.6358237203419513,-0.7321006807467756,-0.611030142208531
0.23059850918260472,0.6207103478036288,0.7314561405635246,0.23700786219683326,1.1318419826333626
0.166339766579169,0.19221885231533686,0.19216247108614457,-0.341210250409985,0.1021787640760659
1.2647159482890593,-0.03360774665822233,-0.0002992102143331574,1.1756444354911841,-0.20082623992504445
1.6278525634666148,0.35435076952712286,0.28438369337595687,1.879746750583461,0.43168681673001436
-0.6590114785342626,-0.3995626455076825,-0.31705906068803547,-0.8544880998298603,-0.26925948495401536
-0.04735791231132656,0.18932363950798328,0.029772927488866886,0.35115286326003664,0.23469400734025866
-0.20725757413848067,-0.08861678999793565,0.009724835686733524,-0.5610080642734838,-0.2985315088392404
-0.6755992004621263,-0.5767496693177061,-0.503506314447873,-0.773812311332235,-0.6387198945323923
0.2978460305117817,0.13141938336091682,0.027768118308653264,-0.4586022646325355,0.004869063052210442
1.8176400125511811,0.6120247093815685,0.24228270059147725,1.1326839536905913,0.439598174536832
-0.8728585963610453,-0.47628578490254575,-0.5135303603489397,-0.7997884166070122,-0.5647486990386485
-0.4725116860480118,0.5975486453448018,0.7094032395811783,-0.513801488341437,0.7402297711958964
0.11702491760443948,-0.5906466907930021,-0.7480930344338967,-0.509555394209983,-0.7261403982977254
-0.8700192565715912,-1.031298080072178,-1.0307711288439732,-0.7440896524120574,-1.074635709688036
