linolenic,other,eicosenoic,stearic,arachidic
-1.0180493444581526,-1.0231146942284237,0.9797711338865462,-1.0794837885878044,0.6248279818872317
-1.3024494528312476,1.1665368718035158,0.29660706609813525,-1.0413899627884993,1.3321804142123992
-0.5646578673416248,-1.0961030797628217,-2.663770560984979,-0.31760727260170507,-2.5189606062246246
-0.12363161232827505,0.509641401993934,-0.2043799169466995,0.46331615628404665,-0.3183085945463252
0.15252501464270102,0.21768785985634212,-0.568734086433852,1.0728173690729261,-0.3969033092491216
-1.5456321541937488,-1.0961030797628217,-1.7528851372670977,-1.1747183530860668,0.2318544083732496
-1.1581885282941704,1.604467185009904,1.0708596762583344,-1.5556566110791163,1.1749909848068065
0.4905077521295672,-1.0231146942284237,0.43323987965581745,-0.45093566289927245,-0.003929735735139597
0.8490991931217302,0.2906762453907401,-0.29546845931848764,1.4728025399656282,-0.9470663121686964
-1.5538756355958674,-1.0231146942284237,-0.7509111711774283,-1.308046743383634,-0.1611191651407324
0.6017947510581695,1.093548486269118,0.4787841508417115,0.9013951529760538,-0.2397138798435288
-0.6306057185585744,1.3855020284067099,0.4787841508417115,0.12047172409030199,0.310449123076046
1.0964036351852908,0.582629787528332,-0.0677471033890173,1.3585210625677133,-0.2397138798435288
-1.5744843391011643,-1.0961030797628217,-0.29546845931848764,-1.460422046580854,0.6248279818872317
1.611621222817709,-1.0231146942284237,0.5698726932134996,-0.393794924200315,-0.5540927386547144
-0.8325710129104822,-0.07426568228124983,0.5243284220276055,-0.43188874999961996,0.5462332671844352
0.7089600092857125,-1.0961030797628217,0.29660706609813525,-0.2985603597020526,-0.9470663121686964
0.7089600092857125,0.2906762453907401,-0.38655700169027574,0.9204420658757062,-0.3969033092491216
-0.6470926813628117,0.36366463092513807,0.6154169643993938,-0.24141962100309514,1.2535856995096029
-0.10302290882297832,0.4366530164595361,-0.11329137457491135,0.23475320148821688,-0.2397138798435288
0.523481677738042,-1.0961030797628217,0.43323987965581745,-0.6414047918957972,0.2318544083732496
-0.8943971234263725,-1.0231146942284237,0.9797711338865462,-0.6985455305947547,-0.1611191651407324
1.6281081856219461,-1.0231146942284237,1.0253154050724402,-0.2985603597020526,-0.5540927386547144
0.9603861920503325,1.2395252573379139,0.2055185237263471,0.8823482400764012,0.07466497896765681
0.3297598647882528,-1.0231146942284237,1.0253154050724402,-0.869967746691627,0.07466497896765681
