stearic,oleic,linoleic,arachidic,other,eicosenoic,palmitoleic,linolenic
-1.0794837885878044,0.31409682461642247,1.0101652830897165,0.6248279818872317,-1.0231146942284237,0.9797711338865462,-0.6853786415994649,-1.0180493444581526
-1.0413899627884993,3.066105437607848,0.753516658914776,1.3321804142123992,1.1665368718035158,0.29660706609813525,-0.5908212399258661,-1.3024494528312476
-0.31760727260170507,-0.5033314762721198,1.2322650540103381,-2.5189606062246246,-1.0961030797628217,-2.663770560984979,-1.217264026013458,-0.5646578673416248
0.46331615628404665,-0.6395695264202101,0.020587414876724767,-0.3183085945463252,0.509641401993934,-0.2043799169466995,0.1065395974169246,-0.12363161232827505
1.0728173690729261,-0.8847980166867728,-0.6259696960255292,-0.3969033092491216,0.21768785985634212,-0.568734086433852,1.288507118336909,0.15252501464270102
-1.1747183530860668,-1.0755312868940994,1.602431338878041,0.2318544083732496,-1.0961030797628217,-1.7528851372670977,-0.9217721457834618,-1.5456321541937488
-1.5556566110791163,0.45033487476451284,1.1557640218043463,1.1749909848068065,1.604467185009904,1.0708596762583344,-1.0104197098524605,-1.1581885282941704
-0.45093566289927245,-0.585074306360974,0.2525582867271518,-0.003929735735139597,-1.0231146942284237,0.43323987965581745,-0.9513213338064613,0.4905077521295672
1.4728025399656282,-0.557826696331356,-1.4279966465722183,-0.9470663121686964,0.2906762453907401,-0.29546845931848764,2.0154171437026993,0.8490991931217302
-1.308046743383634,-0.9120456267163909,1.5777535865535273,-0.1611191651407324,-1.0231146942284237,-0.7509111711774283,-0.8626737697374626,-1.5538756355958674
0.9013951529760538,-0.012874495738994447,-1.075104788331675,-0.2397138798435288,1.093548486269118,0.4787841508417115,1.2353185798955097,0.6017947510581695
0.12047172409030199,-0.04012210576861252,0.282171589516568,0.310449123076046,1.3855020284067099,0.4787841508417115,-0.08257520593027289,-0.6306057185585744
1.3585210625677133,-0.09461732582784867,-1.5538531834272373,-0.2397138798435288,0.582629787528332,-0.0677471033890173,1.6667367250313039,1.0964036351852908
-1.460422046580854,-0.6395695264202101,1.4543648249309598,0.6248279818872317,-1.0961030797628217,-0.29546845931848764,-0.7444770176454641,-1.5744843391011643
-0.393794924200315,0.3685920446756586,-0.7049385034639725,-0.5540927386547144,-1.0231146942284237,0.5698726932134996,-0.4371654622062682,1.611621222817709
-0.43188874999961996,0.23235399452756822,0.15878282789400044,0.5462332671844352,-0.07426568228124983,0.5243284220276055,0.7861709219459156,-0.8325710129104822
-0.2985603597020526,0.06886833434985978,0.1291695251045842,-0.9470663121686964,-1.0961030797628217,0.29660706609813525,-1.0399688978754602,0.7089600092857125
0.9204420658757062,-2.083692857989968,-0.7567617833454509,-0.3969033092491216,0.2906762453907401,-0.38655700169027574,1.0875726397805117,0.7089600092857125
-0.24141962100309514,-1.0755312868940994,0.06500736906084909,1.2535856995096029,0.36366463092513807,0.6154169643993938,0.6147856314125179,-0.6470926813628117
0.23475320148821688,-1.1845217270125716,0.2871071399814707,-0.2397138798435288,0.4366530164595361,-0.11329137457491135,-0.28941952209127014,-0.10302290882297832
-0.6414047918957972,-0.44883625621288364,0.17358947928870855,0.2318544083732496,-1.0961030797628217,0.43323987965581745,-0.7681163680638639,0.523481677738042
-0.6985455305947547,0.5865729249126032,0.9114542737916626,-0.1611191651407324,-1.0231146942284237,0.9797711338865462,-0.8035753936914634,-0.8943971234263725
-0.2985603597020526,0.2596016045571863,-0.5692108656791481,-0.5540927386547144,-1.0231146942284237,1.0253154050724402,-0.4962638382522674,1.6281081856219461
0.8823482400764012,-0.5305790863017379,-1.1540735957701185,0.07466497896765681,1.2395252573379139,0.2055185237263471,0.987105400502313,0.9603861920503325
-0.869967746691627,-0.25810298600555714,0.24268718579734638,0.07466497896765681,-1.0231146942284237,1.0253154050724402,-0.6912884792040648,0.3297598647882528
-1.4032813078818964,0.6955633650310755,1.0076975078572652,0.9392068406984172,2.261362654819486,0.4787841508417115,-1.512755906243454,-0.6677013848681085
-1.0794837885878044,-1.5932358774568427,1.644383517829714,-0.3183085945463252,-1.0961030797628217,0.29660706609813525,-1.0990672739214595,-1.5332669320905707
-1.3651874820825916,-0.7758075765683006,1.4543648249309598,0.5462332671844352,-1.0961030797628217,-0.11329137457491135,-0.7740262056684637,-1.5744843391011643
0.5395038078826566,-0.44883625621288364,-0.5124520353327671,0.07466497896765681,0.2906762453907401,-0.15883564576080542,0.5911462809941181,0.4492903451189738
0.44426924338439416,0.5865729249126032,0.738710007520068,-1.7330134591966604,-1.0961030797628217,-2.2083278491260385,0.0238018709525257,-1.0180493444581526
0.8442544142770962,0.6683157550014575,-0.7987139622971238,0.4676385524816388,1.677455570544302,1.1164039474442284,0.5438675801573188,0.2184728658596505
-0.5461702273975348,3.338581537904029,-0.12007577337300225,0.703422696590028,-0.0012772967468518404,-0.11329137457491135,0.7270725458999164,-0.8119623094051855
0.8061605884777913,-0.585074306360974,-1.075104788331675,0.1532596936704532,0.801594944131526,-0.0677471033890173,1.069843126966712,0.8532209338227895
1.5680371044638906,0.7773061951199297,-1.6377575413305832,0.7820174112928244,1.02056010073472,0.15997425254045303,1.6135481865899046,1.0840384130821128
0.8252075013774438,1.267763175653055,-1.1664124719323752,1.09639627010401,1.9694091126818938,1.3441253033736988,0.6088757938079179,0.34212508689143084
0.5775976336819615,-0.012874495738994447,-0.6309052464904319,0.7820174112928244,0.6556181730627301,-0.15883564576080542,0.5556872553665186,0.5399686405422793
2.825133355840954,0.20510638449795016,-2.3287346064169614,-0.7112821680603072,0.801594944131526,0.11442998135455897,3.0555485621122855,0.9768731548545698
0.06333098539134456,-0.3943410361536475,0.15631505266154908,0.4676385524816388,2.11538588375069,1.3896695745595928,-0.08257520593027289,-0.49871001612467536
1.663271668962153,-0.31259820606479327,-1.4230610961073156,0.9392068406984172,0.801594944131526,0.4787841508417115,0.9752857252931131,1.302490670238258
0.3299877659864793,-0.3943410361536475,-0.8357305907838941,0.07466497896765681,0.582629787528332,0.0688857101686649,0.7034331954815167,0.9109253036376204
0.672832198180224,-1.34800738719028,-1.3292856372741644,0.07466497896765681,0.801594944131526,0.25106279491224115,0.7743512467367157,1.611621222817709
0.025237159592039593,0.7773061951199297,-0.132414649535259,0.8606121259956209,-0.0012772967468518404,-0.0677471033890173,1.0225644261299125,-0.8985188641274318
0.19665937568891192,0.09611594437947785,-0.10280134674584279,-0.003929735735139597,0.509641401993934,-0.15883564576080542,-0.12985390676707226,0.11542934833316691
