concave_points_worst,radius_worst,concave_points_mean
0.09311468779850983,-0.6679006672253643,-0.15488164911206428
-0.5009050839425534,-0.3731937177340083,-0.4743377899432178
-0.27868938568369517,-0.443362039041474,-0.5597592130583503
2.0447871957075123,1.4150960710162626,2.7839150303401263
-0.7552501535031292,-0.5636505898542724,-0.7418417202248171
0.5997126818116426,0.761528278266724,0.0736581232573692
-1.0596572667198703,-0.7500978436141099,-0.8345064803877239
-0.435151951976247,-0.04039539381859917,-0.2780183789242289
0.9344558990946569,1.6035481339563131,0.7220616741546911
0.166339766579169,0.13201819567974518,0.12561033380692346
1.0480294906728227,2.381414095879077,1.4951005763223375
0.5772968413685841,0.4407588094325951,0.41434473474579264
-1.3295439856543003,-0.38121295445486136,-1.1409495915571863
-0.6533327989553542,-0.6358237203419513,-0.7321006807467756
0.23059850918260472,0.7314561405635246,0.23700786219683326
0.166339766579169,0.19216247108614457,-0.341210250409985
1.2647159482890593,-0.0002992102143331574,1.1756444354911841
1.6278525634666148,0.28438369337595687,1.879746750583461
-0.6590114785342626,-0.31705906068803547,-0.8544880998298603
-0.04735791231132656,0.029772927488866886,0.35115286326003664
-0.20725757413848067,0.009724835686733524,-0.5610080642734838
-0.6755992004621263,-0.503506314447873,-0.773812311332235
0.2978460305117817,0.027768118308653264,-0.4586022646325355
1.8176400125511811,0.24228270059147725,1.1326839536905913
-0.8728585963610453,-0.5135303603489397,-0.7997884166070122
-0.4725116860480118,0.7094032395811783,-0.513801488341437
0.11702491760443948,-0.7480930344338967,-0.509555394209983
-0.8700192565715912,-1.0307711288439732,-0.7440896524120574
0.06173251117822718,-0.30302539642654225,-0.34570611478446567
-1.7031413263719501,-0.880410440327975,-1.2223996678081943
1.0480294906728227,0.8056340802314165,2.4467252022540773
-0.562623364629109,-0.5295688337906461,-0.7570777050494459
1.995472346732782,0.007720026506520615,1.2031191622241217
0.5264876030309835,0.21421537206849084,0.3156854887502448
-0.2606072743929609,-0.7681411262360297,-0.19709282018357707
0.662477035052208,0.5951291163090198,0.8976501550024634
-0.19081929114690402,-0.36717929019336815,-0.4511091573417344
-0.183347344332551,-0.06044348562073182,0.014212805417013807
-0.724615171564282,-0.5115255511687264,-0.5357812697277868
1.3573680887870367,1.6496587451012192,0.29870111222442897
-0.24626113650940332,-1.1129683052327188,-0.46584560168030986
-1.7031413263719501,-1.2312520468653039,-1.2223996678081943
-0.22952397564525245,-0.9405547157343744,-0.5260402302497454
-0.592660590822808,-0.5957275367376853,-0.7803063376509294
-0.8057605139681555,-0.3932418095361413,-0.7058748052289718
1.995472346732782,2.7282460840559795,2.451720607114612
0.25749751771427587,0.6332204907330722,0.17956070630069143
-0.5257119473662052,-1.4473704764922983,-0.6808977809263014
-0.6618508183237167,-0.5977323459178986,-0.5729970359387656
1.076422888567364,1.7398751582108178,0.5302381275101828
1.4530090080107547,1.8160579070589242,1.01079607509356
1.246783275934612,0.9559947687474145,0.9815729566594358
-1.3026449771226296,-0.625799674440885,-0.9354136585705122
0.12748564314453356,-0.02034730201646581,0.01096579225766671
-1.0976147565367835,-0.6237948652606717,-0.945654238534607
-0.5186883173607134,-0.8884296770488281,-0.5625066857316441
-0.9898692834738131,-0.5135303603489397,-0.5070576917797159
-0.051841080399938275,-0.16669837217203737,-0.28925803986043075
0.5593641690141368,0.5911194979485932,0.7974922875487553
-1.0596572667198703,-0.9946845636001337,-0.5772431300702197
-1.7031413263719501,-1.1410356337557053,-1.2223996678081943
-0.9481758202497236,-0.860362348525842,-0.8712227061126493
-0.12805493790633893,-0.35515043511208855,-0.6052173972892104
-0.8344527897352709,0.029772927488866886,-0.7535809216470721
-0.9283004417235445,-0.16268875381161083,-0.9131841069411355
1.2348281610316474,1.2787690467617576,1.9122168821769323
-1.3177383096876227,-1.0608432665471728,-0.9001960543037469
-0.5186883173607134,-0.41529471051848754,-0.6441815552013761
1.0271080395926342,0.9379514861254948,1.2588179264190764
0.4159027901785593,0.5349848409026203,0.10188216071938665
