feat_241,feat_338,feat_475,feat_64,feat_128,feat_336,feat_105,feat_442,feat_48,feat_472
0.48068000284539947,0.40642306368800557,0.5969086895934825,-1.4662250549658573,1.1121130992903778,-1.5746834673983527,0.704996867559131,1.2201341620213721,0.7516757246284425,1.0782125213693254
0.8572198439284113,-1.4225257709088721,0.746395522562107,-0.7875069366772051,0.40500741027236853,-0.8701116832183988,0.493438441406502,-0.9752294772673422,-1.6350127241220223,-1.1294126921373884
1.101970740632369,-0.04555854486179756,1.031779476411299,-0.21059653613185064,0.7585602547813731,-0.19449490386775814,0.8485543710198435,-1.0265230202413778,1.784377457260855,-0.9942519647798345
1.8927044069066938,-2.0111529820434995,1.9830593225752733,-0.9119385916967914,0.9353366770358755,-0.8701116832183988,1.0978910875568706,-1.067557854620606,1.0500117807222504,-1.1744662679232396
-1.0254793614866478,1.278852680191114,-0.9251390642688759,0.6491130803671089,-1.097592178890901,0.7996269286053275,-1.1159167289688545,-0.1647914982775832,-0.8318002654079236,-0.16076081274158543
0.9890087883074654,-0.8759433605695753,0.9502412038829585,-0.2784683479607159,-0.5672629121273942,-0.24275324524994676,-0.5719093474335227,-0.7290204709919724,-1.1989831036772258,-0.8590912374222806
1.930358391014995,-0.6552081563940901,1.4666502632291158,-1.454913086327713,0.7585602547813731,-1.140358394958655,0.6143289706365758,-0.6161746764490946,0.4992375233182971,-0.5437162069213215
-0.4794965919162807,-0.2978273496337807,-0.46308885327494576,0.8414165472155604,-0.5672629121273942,0.780323592052452,-0.6323546120485596,-0.06220441232951241,-0.3498727901794644,-0.07065366116988282
-0.743074480674389,2.014636694109398,-0.7620625192121947,1.1694636377217422,-0.3020982787456407,0.9733569575812064,-0.29234999858897726,0.09167621659259374,1.9220710216118435,0.06450706618767109
1.2714136691197244,-0.28731614943494804,1.1948560214679804,-0.48208378344731156,0.8469484659086244,-0.43578661077870123,0.8334430548660844,-1.5804932843609598,1.1188585628977448,-1.6475288136746784
-1.3267112343530574,1.699300688144419,-1.4143686994389197,1.9613014423918367,-0.478874701000143,1.8034004293548507,-0.47368579243408787,-0.277637292820461,1.3253989094242271,-0.2733947522062137
-0.5736315521870337,-0.7708313585812491,-0.5853962620674567,-0.5499555952761768,1.3772777326721313,-0.4550899473315767,1.2792268814019812,0.04038267361855836,-0.2810260080039702,0.019453490401819783
1.7232614784193385,-0.7708313585812491,1.928700474223046,-2.2015030164452307,0.8469484659086244,-2.404726939171997,0.9467779260192785,-0.010910869355477028,-0.2810260080039702,-0.0030732974911058682
-1.4396731866779608,1.8254350905304106,-1.3735995631747495,0.33237795849907115,-0.9208157566363988,0.44251520237713166,-0.934580935123744,1.7433283003565332,-0.7400045558405981,2.024337612872203
0.21710211408729121,-1.0756561643473954,0.3115247357442903,-0.30109228523700426,1.1121130992903778,-0.3296182597378863,1.3850060944782958,-0.5956572592594804,0.7516757246284425,-0.5887697827071727
-0.7619014727285396,0.30131106169967925,-0.6669345345957973,-0.617827407105042,0.4933956213996197,-0.5805616349252671,0.5312167317909,0.5635768119537193,-0.8776981201915864,0.7628374908683663
-1.1007873297032502,1.6572558873490886,-1.0610361851494436,0.8866644217681372,-0.3020982787456407,0.7610202554995765,-0.29234999858897726,0.8610793612031246,1.2106542724650702,1.4836947034419872
-0.6677665124577866,-1.6327497748855249,-0.626165398331627,1.1468397004454538,1.1121130992903778,1.1567386548335232,1.2112259587100647,-0.8623836827244644,1.3483478368160586,-0.8590912374222806
1.3090676532280254,-1.6747945756808553,1.398701702788832,-0.8666907171442145,0.8469484659086244,-0.9666283659827761,0.6067733125596961,-0.7495378881815866,0.5451353781019599,-0.768984085850578
-0.8372094409451419,1.6362334869514232,-0.9659082005330463,0.9432242649588582,-1.5395332345271568,0.8478852699875161,-1.916816485118093,0.6764226064965971,-0.7629534832324294,0.7177839150825149
1.1207977326865195,0.5956246672669929,1.5074193994932863,-0.6517633130194747,-0.7440393343818965,-0.4840449521608899,-0.8288017220474294,0.5943529377381405,-0.07448566147748768,0.6051499756178867
-0.08412975877911827,1.7623678893374148,-0.09616662689741289,0.6830489862815415,-1.627921445654408,0.7417169189467011,-1.4861439747359553,0.9328903213667741,0.3385950315754774,0.8754714303329945
1.516164565823682,-0.15067054685012388,1.5345988236693997,-1.3870412744988478,-0.7440393343818965,-1.1982684046172816,-0.9119139608931052,0.1942633025406645,-1.4514213049873712,0.17714100565229934
