concavity_mean,concave_points_mean,concave_points_worst,compactness_mean,perimeter_worst,concavity_worst,radius_worst,compactness_worst,perimeter_se,compactness_se
-0.42944411712188835,-0.15488164911206428,0.09311468779850983,-0.2176812160126237,-0.668238394030071,-0.5179372808664526,-0.6679006672253643,-0.43200661893985615,-0.4901355127642974,-0.28324122971566945
-0.6243853887309431,-0.4743377899432178,-0.5009050839425534,0.14555375869718695,-0.4033264221572421,-0.6064751178890492,-0.3731937177340083,-0.33395435928586453,-0.185407387979194,-0.5488295890681648
-0.7079316479919665,-0.5597592130583503,-0.27868938568369517,-0.7186179741677521,-0.5373747751377009,-0.6283715722064657,-0.443362039041474,-0.4488691094536,-0.38662468942459555,-0.12011044864786528
3.5791528574963363,2.7839150303401263,2.0447871957075123,4.49432494669323,1.8164332372405518,2.3723946890325096,1.4150960710162626,2.2797316703444217,2.7912543261914813,2.4699484437444648
-0.9480803125045945,-0.7418417202248171,-0.7552501535031292,-0.37120009620503847,-0.550692754051526,-1.0347412037451256,-0.5636505898542724,-0.6505944589328311,-0.7440756167518835,-0.7669096858640715
-0.285579706555821,0.0736581232573692,0.5997126818116426,-0.2956501988012562,0.629395986225689,0.097543489403534,0.761528278266724,0.6453191638826635,-0.22845628179804192,-0.14701271780641534
-0.8150806621114854,-0.8345064803877239,-1.0596572667198703,-0.8980024596289494,-0.8103933428711195,-0.8648056778469159,-0.7500978436141099,-0.9453757745805002,-0.9032114152507709,-0.9400000304075944
-0.7839849692026739,-0.2780183789242289,-0.435151951976247,-0.4657305097053376,-0.0857215771905825,-0.9673858062252471,-0.04039539381859917,-0.5475459057932857,-0.47659204055162613,-0.6581558318188687
0.11479294993273075,0.7220616741546911,0.9344558990946569,0.17160544745711215,1.5529688717713988,0.0023415141104192187,1.6035481339563131,-0.08601329506526142,0.6479998485362553,-0.35135548567029645
-0.2783365331071822,0.12561033380692346,0.166339766579169,0.7428817652640379,0.16037151143445005,-0.2775522932513379,0.13201819567974518,0.02265608824553184,-0.7397223578263821,-0.4051600239873968
1.6322377874225604,1.4951005763223375,1.0480294906728227,1.716098423938377,2.5576077159230026,1.4803521805360247,2.381414095879077,1.3810233796304476,2.8966999312758515,1.3967196209299637
0.4333676993719996,0.41434473474579264,0.5772968413685841,-0.11514921239320478,0.39488374883006955,0.6340066201802351,0.4407588094325951,-0.09850402877914573,0.6267172493449149,-0.050851415282236155
-1.0906834118321918,-1.1409495915571863,-1.3295439856543003,-0.9558744253742114,-0.45051839091710116,-1.230524065935416,-0.38121295445486136,-0.7292860813303021,-0.8098581960705725,-0.9923735969609421
-0.862660818730992,-0.7321006807467756,-0.6533327989553542,-0.9577352602856346,-0.6798192452594845,-0.872755042783891,-0.6358237203419513,-0.8004832634994425,-0.8258201454640779,-0.8820170545403362
-0.1073726632591388,0.23700786219683326,0.23059850918260472,-0.8380835754811221,0.6207103478036288,-0.23185534511064287,0.7314561405635246,-0.845449904869426,-0.2492551855532157,-0.804687340427142
-0.5334710737204421,-0.341210250409985,0.166339766579169,-0.4852692762752815,0.19221885231533686,-0.25993992782211167,0.19216247108614457,-0.3152182587150381,-0.16509217966018722,-0.5803109678707234
1.4773837343826963,1.1756444354911841,1.2647159482890593,1.3513747812994275,-0.03360774665822233,1.7512018002449359,-0.0002992102143331574,0.9900634143858695,-0.2265215000533746,0.22446755206377741
