other,linolenic,linoleic,stearic,palmitoleic
-1.0231146942284237,-1.0180493444581526,1.0101652830897165,-1.0794837885878044,-0.6853786415994649
1.1665368718035158,-1.3024494528312476,0.753516658914776,-1.0413899627884993,-0.5908212399258661
-1.0961030797628217,-0.5646578673416248,1.2322650540103381,-0.31760727260170507,-1.217264026013458
0.509641401993934,-0.12363161232827505,0.020587414876724767,0.46331615628404665,0.1065395974169246
0.21768785985634212,0.15252501464270102,-0.6259696960255292,1.0728173690729261,1.288507118336909
-1.0961030797628217,-1.5456321541937488,1.602431338878041,-1.1747183530860668,-0.9217721457834618
1.604467185009904,-1.1581885282941704,1.1557640218043463,-1.5556566110791163,-1.0104197098524605
-1.0231146942284237,0.4905077521295672,0.2525582867271518,-0.45093566289927245,-0.9513213338064613
0.2906762453907401,0.8490991931217302,-1.4279966465722183,1.4728025399656282,2.0154171437026993
-1.0231146942284237,-1.5538756355958674,1.5777535865535273,-1.308046743383634,-0.8626737697374626
1.093548486269118,0.6017947510581695,-1.075104788331675,0.9013951529760538,1.2353185798955097
1.3855020284067099,-0.6306057185585744,0.282171589516568,0.12047172409030199,-0.08257520593027289
0.582629787528332,1.0964036351852908,-1.5538531834272373,1.3585210625677133,1.6667367250313039
-1.0961030797628217,-1.5744843391011643,1.4543648249309598,-1.460422046580854,-0.7444770176454641
-1.0231146942284237,1.611621222817709,-0.7049385034639725,-0.393794924200315,-0.4371654622062682
-0.07426568228124983,-0.8325710129104822,0.15878282789400044,-0.43188874999961996,0.7861709219459156
-1.0961030797628217,0.7089600092857125,0.1291695251045842,-0.2985603597020526,-1.0399688978754602
0.2906762453907401,0.7089600092857125,-0.7567617833454509,0.9204420658757062,1.0875726397805117
0.36366463092513807,-0.6470926813628117,0.06500736906084909,-0.24141962100309514,0.6147856314125179
0.4366530164595361,-0.10302290882297832,0.2871071399814707,0.23475320148821688,-0.28941952209127014
-1.0961030797628217,0.523481677738042,0.17358947928870855,-0.6414047918957972,-0.7681163680638639
-1.0231146942284237,-0.8943971234263725,0.9114542737916626,-0.6985455305947547,-0.8035753936914634
-1.0231146942284237,1.6281081856219461,-0.5692108656791481,-0.2985603597020526,-0.4962638382522674
1.2395252573379139,0.9603861920503325,-1.1540735957701185,0.8823482400764012,0.987105400502313
-1.0231146942284237,0.3297598647882528,0.24268718579734638,-0.869967746691627,-0.6912884792040648
2.261362654819486,-0.6677013848681085,1.0076975078572652,-1.4032813078818964,-1.512755906243454
-1.0961030797628217,-1.5332669320905707,1.644383517829714,-1.0794837885878044,-1.0990672739214595
-1.0961030797628217,-1.5744843391011643,1.4543648249309598,-1.3651874820825916,-0.7740262056684637
0.2906762453907401,0.4492903451189738,-0.5124520353327671,0.5395038078826566,0.5911462809941181
-1.0961030797628217,-1.0180493444581526,0.738710007520068,0.44426924338439416,0.0238018709525257
1.677455570544302,0.2184728658596505,-0.7987139622971238,0.8442544142770962,0.5438675801573188
-0.0012772967468518404,-0.8119623094051855,-0.12007577337300225,-0.5461702273975348,0.7270725458999164
0.801594944131526,0.8532209338227895,-1.075104788331675,0.8061605884777913,1.069843126966712
1.02056010073472,1.0840384130821128,-1.6377575413305832,1.5680371044638906,1.6135481865899046
1.9694091126818938,0.34212508689143084,-1.1664124719323752,0.8252075013774438,0.6088757938079179
0.6556181730627301,0.5399686405422793,-0.6309052464904319,0.5775976336819615,0.5556872553665186
0.801594944131526,0.9768731548545698,-2.3287346064169614,2.825133355840954,3.0555485621122855
2.11538588375069,-0.49871001612467536,0.15631505266154908,0.06333098539134456,-0.08257520593027289
0.801594944131526,1.302490670238258,-1.4230610961073156,1.663271668962153,0.9752857252931131
0.582629787528332,0.9109253036376204,-0.8357305907838941,0.3299877659864793,0.7034331954815167
0.801594944131526,1.611621222817709,-1.3292856372741644,0.672832198180224,0.7743512467367157
-0.0012772967468518404,-0.8985188641274318,-0.132414649535259,0.025237159592039593,1.0225644261299125
0.509641401993934,0.11542934833316691,-0.10280134674584279,0.19665937568891192,-0.12985390676707226
-1.0961030797628217,1.339586336547792,-0.273077837784986,-0.7175924434944072,-0.8804032825512623
0.21768785985634212,0.9686296734524511,-0.8530050174110535,0.8633013271767488,0.6916135202723168
-1.0231146942284237,0.012385830806683311,1.1088762923877706,-0.31760727260170507,-1.217264026013458
0.874583329665924,0.5440903812433387,-0.1990445808114455,0.3299877659864793,-0.40170643657866867
-0.9501263086940257,0.5729425661507541,0.16125060312645179,0.15856554988960697,-1.1463459747582587
-1.0961030797628217,0.0948206448278702,0.5906434935729868,0.06333098539134456,-0.7444770176454641
1.7504439560786997,-0.44100564630984457,-0.3002233653419509,0.025237159592039593,0.9280070244563138
0.947571715200322,1.026334043267282,-1.3218823115768104,1.0728173690729261,1.19985955426791
-0.2932308388844438,0.9274122664418577,-0.6333730217228832,1.0156766303739686,0.4374905032745202
0.582629787528332,1.2200558562170711,-1.0430237103098077,0.6918791110798764,0.7388922211091162
-1.0231146942284237,-1.512658228585274,1.602431338878041,-1.0794837885878044,-0.9513213338064613
-1.0231146942284237,-1.9248322986912085,1.49138145341773,-0.9842492240895419,-0.7444770176454641
0.874583329665924,-0.770744902394592,-0.3174977919691103,-0.050950492006570335,1.0402939389437122
