dataset,variable,mean_raw,mean_processed,std_raw,std_processed,mean_delta_abs,std_delta_abs
breast_cancer_wisconsin,radius_mean,14.127291739894552,14.127291739894552,3.520950760711062,3.520950760711062,0.0,0.0
breast_cancer_wisconsin,texture_mean,19.289648506151142,19.289648506151142,4.297254637090421,4.297254637090421,0.0,0.0
breast_cancer_wisconsin,perimeter_mean,91.96903339191564,91.96903339191564,24.27761929305318,24.27761929305318,0.0,0.0
breast_cancer_wisconsin,area_mean,654.8891036906855,654.8891036906855,351.60475406323,351.60475406323,0.0,0.0
breast_cancer_wisconsin,smoothness_mean,0.0963602811950791,0.0963602811950791,0.014051764066591203,0.014051764066591203,0.0,0.0
breast_cancer_wisconsin,compactness_mean,0.10434098418277679,0.10434098418277679,0.05276632912535515,0.05276632912535515,0.0,0.0
breast_cancer_wisconsin,concavity_mean,0.0887993158172232,0.0887993158172232,0.07964972534603185,0.07964972534603185,0.0,0.0
breast_cancer_wisconsin,concave_points_mean,0.04891914586994728,0.04891914586994728,0.03876873246147477,0.03876873246147477,0.0,0.0
breast_cancer_wisconsin,symmetry_mean,0.18116186291739894,0.18116186291739894,0.027390180864268532,0.027390180864268532,0.0,0.0
breast_cancer_wisconsin,fractal_dimension_mean,0.06279760984182776,0.06279760984182776,0.007054155881537345,0.007054155881537345,0.0,0.0
breast_cancer_wisconsin,radius_se,0.40517205623901575,0.40517205623901575,0.27706894152536526,0.27706894152536526,0.0,0.0
breast_cancer_wisconsin,texture_se,1.2168534270650264,1.2168534270650264,0.551163426903576,0.551163426903576,0.0,0.0
breast_cancer_wisconsin,perimeter_se,2.8660592267135327,2.8660592267135327,2.0200770991455244,2.0200770991455244,0.0,0.0
breast_cancer_wisconsin,area_se,40.337079086116,40.337079086116,45.45101341563996,45.45101341563996,0.0,0.0
breast_cancer_wisconsin,smoothness_se,0.007040978910369069,0.007040978910369069,0.0029998783671144756,0.0029998783671144756,0.0,0.0
breast_cancer_wisconsin,compactness_se,0.025478138840070295,0.025478138840070295,0.01789243586828196,0.01789243586828196,0.0,0.0
breast_cancer_wisconsin,concavity_se,0.03189371634446397,0.03189371634446397,0.030159523121970472,0.030159523121970472,0.0,0.0
breast_cancer_wisconsin,concave_points_se,0.011796137082601054,0.011796137082601054,0.006164860746471701,0.006164860746471701,0.0,0.0
breast_cancer_wisconsin,symmetry_se,0.02054229876977153,0.02054229876977153,0.008259104387588135,0.008259104387588135,0.0,0.0
breast_cancer_wisconsin,fractal_dimension_se,0.0037949038664323374,0.0037949038664323374,0.0026437447504047374,0.0026437447504047374,0.0,0.0
breast_cancer_wisconsin,radius_worst,16.269189806678387,16.269189806678387,4.828992576060772,4.828992576060772,0.0,0.0
breast_cancer_wisconsin,texture_worst,25.677223198594024,25.677223198594024,6.1408543185890005,6.1408543185890005,0.0,0.0
breast_cancer_wisconsin,perimeter_worst,107.26121265377857,107.26121265377857,33.57300156682593,33.57300156682593,0.0,0.0
breast_cancer_wisconsin,area_worst,880.5831282952548,880.5831282952548,568.8564589532671,568.8564589532671,0.0,0.0
breast_cancer_wisconsin,smoothness_worst,0.13236859402460457,0.13236859402460457,0.022812356935544644,0.022812356935544644,0.0,0.0
breast_cancer_wisconsin,compactness_worst,0.25426504393673116,0.25426504393673116,0.15719817109455372,0.15719817109455372,0.0,0.0
breast_cancer_wisconsin,concavity_worst,0.27218848330404216,0.27218848330404216,0.20844087461170602,0.20844087461170602,0.0,0.0
breast_cancer_wisconsin,concave_points_worst,0.11460622319859401,0.11460622319859401,0.06567455451119314,0.06567455451119314,0.0,0.0
breast_cancer_wisconsin,symmetry_worst,0.2900755711775044,0.2900755711775044,0.06181307854455481,0.06181307854455481,0.0,0.0
breast_cancer_wisconsin,fractal_dimension_worst,0.0839458172231986,0.0839458172231986,0.01804538930859499,0.01804538930859499,0.0,0.0
customer_churn,age,39.37315349157956,39.37315349157956,12.442355378487592,12.442355378487592,0.0,0.0
customer_churn,tenure,31.25633574695122,31.25633574695122,17.255707813258432,17.255707813258432,0.0,0.0
customer_churn,usage_frequency,15.80749355763647,15.80749355763647,8.586231906503338,8.586231906503338,0.0,0.0
customer_churn,support_calls,3.6044366107723578,3.6044366107723578,3.0702143953875822,3.0702143953875822,0.0,0.0
customer_churn,payment_delay,12.965721635452962,12.965721635452962,8.258053151045662,8.258053151045662,0.0,0.0
customer_churn,total_spend,631.6162227787459,631.6162227787459,240.80272799709104,240.80272799709104,0.0,0.0
customer_churn,last_interaction,14.480867995063878,14.480867995063878,8.596197933037589,8.596197933037589,0.0,0.0
madelon,feat_0,481.7225,481.7225,6.420163062570919,6.420163062570919,0.0,0.0
