radius_worst,texture_worst,concave_points_mean,concave_points_worst,smoothness_worst,concavity_worst,perimeter_mean,radius_mean,symmetry_mean,fractal_dimension_mean,radius_se,texture_mean,area_mean,smoothness_mean,compactness_mean,concavity_mean,compactness_se,smoothness_se,area_se,perimeter_se,texture_se,fractal_dimension_se,concavity_se,concave_points_se,area_worst,perimeter_worst,symmetry_se,compactness_worst,symmetry_worst,fractal_dimension_worst
-0.6679006672253643,0.8041158728006657,-0.15488164911206428,0.09311468779850983,-0.028972825383242792,-0.5179372808664526,-0.5805714146522838,-0.5964512103099744,0.038533881030613414,0.8128091040522256,-0.5018196524543685,1.3282131128562233,-0.5947266923421473,0.47353472638188615,-0.2176812160126237,-0.42944411712188835,-0.28324122971566945,0.3845210600497595,-0.44155006281150244,-0.4901355127642974,-0.033524042241013505,-0.04445104588346952,-0.2976192778622683,0.8314725031945844,-0.6342664877092736,-0.668238394030071,0.009994489952667808,-0.43200661893985615,-0.4753432130211769,-0.06725154524666993
-0.3731937177340083,-0.654888147534115,-0.4743377899432178,-0.5009050839425534,0.6796015904491235,-0.6064751178890492,-0.38674314838525503,-0.3893366864919345,1.1226397705346522,0.4896911356947313,-0.08364774314998742,-0.6153188143167831,-0.4534769397177387,1.1332866611043848,0.14555375869718695,-0.6243853887309431,-0.5488295890681648,0.1286635587804361,-0.25553370883339493,-0.185407387979194,-0.395345433101444,-0.0637217771613928,-0.42904090812986145,-0.4210088829139135,-0.4478682166702336,-0.4033264221572421,-0.32890655168398936,-0.33395435928586453,0.28087126853252925,0.10320133174863577
-0.443362039041474,0.5536140224415618,-0.5597592130583503,-0.27868938568369517,-0.3357337005301817,-0.6283715722064657,-0.548925983425014,-0.520145859429644,0.5661320805892457,-0.9707451441942022,-0.25354087228108196,-0.3258061218685448,-0.5280029996738552,-0.6480435626463602,-0.7186179741677521,-0.7079316479919665,-0.12011044864786528,-0.38273595978623925,-0.3125679755460758,-0.38662468942459555,1.0051373633633063,-0.6469825771731996,-0.3988544272280613,-0.16029238447688782,-0.47137943234575674,-0.5373747751377009,0.577565784596758,-0.4488691094536,0.8960966094575786,-0.8220347097193492
1.4150960710162626,1.034306762319842,2.7839150303401263,2.0447871957075123,1.3881760062814898,2.3723946890325096,2.0337367726105557,1.635480302939693,3.962997201035235,2.651877012060513,1.809693775195116,1.109892066091978,1.5676052349766558,2.251392571528828,4.49432494669323,3.5791528574963363,2.4699484437444648,1.0344180423121603,1.513536231816473,2.7912543261914813,1.192348431271191,0.9460645418017796,2.8594448710869727,2.3914010044812386,1.2417255486736598,1.8164332372405518,6.812641349932766,2.2797316703444217,4.076363020228995,0.8869503445996028
-0.5636505898542724,-1.375927257351535,-0.7418417202248171,-0.7552501535031292,-0.08514030956507652,-1.0347412037451256,-0.41561960438013906,-0.3975122598005411,-0.6191570252685032,-0.25476127598354564,-0.7835936227205739,-1.3082508323076474,-0.45805074123129097,0.033931595140475175,-0.37120009620503847,-0.9480803125045945,-0.7669096858640715,-0.32721078071916043,-0.5626723041341921,-0.7440756167518835,-0.9531984133384952,-1.0216912409105938,-0.9151905017751935,-0.6262537859388062,-0.5669466039764806,-0.550692754051526,-0.8343264442286233,-0.6505944589328311,-0.8438375578460767,-0.807551785530205
0.761528278266724,1.2204905700191762,0.0736581232573692,0.5997126818116426,0.4160464723651338,0.097543489403534,0.3525732386618394,0.4145946888544046,-0.6914307512354392,-1.0390696485164916,-0.13026476028961706,0.24135398874726458,0.2804836796334738,-0.014681705312761945,-0.2956501988012562,-0.285579706555821,-0.14701271780641534,-0.7808767324149526,-0.006437052802039775,-0.22845628179804192,-0.13072978903933816,-0.5771797060998336,-0.4375078478950006,-0.32553050050757537,0.6429507034121338,0.629395986225689,-0.6314548864322854,0.6453191638826635,0.8672579216017174,0.1444219621331218
-0.7500978436141099,0.14739480564301521,-0.8345064803877239,-1.0596572667198703,0.16545308140002865,-0.8648056778469159,-0.6731343009920486,-0.6455046501616153,-0.3300621214007593,-0.7102579714654745,-0.7656374383408647,-0.4515780292435992,-0.6280885386762934,0.31380531060696587,-0.8980024596289494,-0.8150806621114854,-0.9400000304075944,0.23024939775543246,-0.5407050423967992,-0.9032114152507709,1.2661527945810298,-0.766461111096323,-0.5840227186134938,-0.9184041884427078,-0.6755379742188251,-0.8103933428711195,1.2354325124796808,-0.9453757745805002,0.4875485314995385,-1.000286084354963
-0.04039539381859917,-0.4416230587148776,-0.2780183789242289,-0.435151951976247,-0.4394275174812597,-0.9673858062252471,0.15558042927208374,0.21565573834497187,-0.10601357090325855,-0.8953035040050074,-0.47074164102794874,-0.5559924429134557,0.06336263131366852,0.16449303064345322,-0.4657305097053376,-0.7839849692026739,-0.6581558318188687,-0.6376470091396468,-0.3429996867602624,-0.47659204055162613,-0.010122658752527741,-0.8872243604379747,-0.8889798012848499,-0.44218894661672814,-0.16099755634154767,-0.0857215771905825,-0.8624704753679997,-0.5475459057932857,-0.7877623314596789,-1.0827273451239343
1.6035481339563131,0.12877642487308194,0.7220616741546911,0.9344558990946569,0.04015638591747666,0.0023415141104192187,1.6421245611730908,1.7063352716142859,-0.6914307512354392,-1.027682231129443,0.5886732373748923,0.5901930525988304,1.6967478659475437,-0.32511235249271636,0.17160544745711215,0.11479294993273075,-0.35135548567029645,-0.28178108875518676,0.6275905199120732,0.6479998485362553,-0.550514606694325,-0.8015766658694274,-0.2825260374113682,0.48855718610139726,1.5072838840015117,1.5529688717713988,-0.751067018774635,-0.08601329506526142,-0.4593217197679204,-0.9117174325828926
0.13201819567974518,-1.0949589657325403,0.12561033380692346,0.166339766579169,-0.3573365790616563,-0.2775522932513379,0.5543128627356853,0.5426786706892458,0.6528605517495693,0.41709634985229943,-0.8050029194809964,-0.764821270253168,0.33940500501394133,0.18185492366246633,0.7428817652640379,-0.2783365331071822,-0.4051600239873968,-0.8174728731637091,-0.5318375238973011,-0.7397223578263821,-1.3206001341077185,-0.03502979948092937,-0.43861223134262733,0.043103465367600645,-0.04631695038467922,0.16037151143445005,-0.1776323843098414,0.02265608824553184,0.4122475132092332,0.32768665668036273
