feat_241,feat_338,feat_475,feat_64,feat_128
0.48068000284539947,0.40642306368800557,0.5969086895934825,-1.4662250549658573,1.1121130992903778
0.8572198439284113,-1.4225257709088721,0.746395522562107,-0.7875069366772051,0.40500741027236853
1.101970740632369,-0.04555854486179756,1.031779476411299,-0.21059653613185064,0.7585602547813731
1.8927044069066938,-2.0111529820434995,1.9830593225752733,-0.9119385916967914,0.9353366770358755
-1.0254793614866478,1.278852680191114,-0.9251390642688759,0.6491130803671089,-1.097592178890901
0.9890087883074654,-0.8759433605695753,0.9502412038829585,-0.2784683479607159,-0.5672629121273942
1.930358391014995,-0.6552081563940901,1.4666502632291158,-1.454913086327713,0.7585602547813731
-0.4794965919162807,-0.2978273496337807,-0.46308885327494576,0.8414165472155604,-0.5672629121273942
-0.743074480674389,2.014636694109398,-0.7620625192121947,1.1694636377217422,-0.3020982787456407
1.2714136691197244,-0.28731614943494804,1.1948560214679804,-0.48208378344731156,0.8469484659086244
-1.3267112343530574,1.699300688144419,-1.4143686994389197,1.9613014423918367,-0.478874701000143
-0.5736315521870337,-0.7708313585812491,-0.5853962620674567,-0.5499555952761768,1.3772777326721313
1.7232614784193385,-0.7708313585812491,1.928700474223046,-2.2015030164452307,0.8469484659086244
-1.4396731866779608,1.8254350905304106,-1.3735995631747495,0.33237795849907115,-0.9208157566363988
0.21710211408729121,-1.0756561643473954,0.3115247357442903,-0.30109228523700426,1.1121130992903778
-0.7619014727285396,0.30131106169967925,-0.6669345345957973,-0.617827407105042,0.4933956213996197
-1.1007873297032502,1.6572558873490886,-1.0610361851494436,0.8866644217681372,-0.3020982787456407
-0.6677665124577866,-1.6327497748855249,-0.626165398331627,1.1468397004454538,1.1121130992903778
1.3090676532280254,-1.6747945756808553,1.398701702788832,-0.8666907171442145,0.8469484659086244
-0.8372094409451419,1.6362334869514232,-0.9659082005330463,0.9432242649588582,-1.5395332345271568
1.1207977326865195,0.5956246672669929,1.5074193994932863,-0.6517633130194747,-0.7440393343818965
-0.08412975877911827,1.7623678893374148,-0.09616662689741289,0.6830489862815415,-1.627921445654408
1.516164565823682,-0.15067054685012388,1.5345988236693997,-1.3870412744988478,-0.7440393343818965
-0.19709171110402182,-0.14015934665129123,-0.1912946115138103,0.10613858573618708,0.05145456576336392
0.42419902668294773,0.40642306368800557,0.2435761753040064,-1.0476822153545218,0.4933956213996197
0.31123707435804415,-1.8324625786633448,0.42024243244874443,-0.0861648811122644,1.819218788308387
-0.648939520403636,1.0896510766121266,-0.6669345345957973,0.9997841081495792,-1.5395332345271568
-0.7807284647826902,0.564091066670495,-0.7756522313002515,1.259959386826896,-1.2743686011454034
0.9701817962533149,0.30131106169967925,0.8415235071785043,-0.0861648811122644,-0.5672629121273942
-1.1007873297032502,0.7217590696529844,-1.101805321413614,2.029173254220702,-0.036933645363887234
-0.6301125283494854,-0.06658094525946283,-0.6533448225077405,0.1400744916506197,0.4933956213996197
0.8383928518742607,-0.28731614943494804,0.7599852346501638,-0.0748529124741202,0.7585602547813731
1.2149326929572726,-0.4975401534116007,1.1540868852038102,-0.018293069283399178,-1.00920396776365
-1.4585001787321115,0.9950502748226329,-1.4143686994389197,0.8414165472155604,-0.3020982787456407
0.8948738280367124,0.7217590696529844,1.0589589005874127,-0.3463401597895811,-1.3627568122726545
0.5748149631161524,1.6152110865537581,0.501780704977085,0.09482661709804287,-2.158250712417915
-0.4418426078079795,0.29079986150084663,-0.46308885327494576,-0.17666063021741804,0.670172043654122
0.6124689472244537,-1.5381489730960312,0.7192160983859934,-0.23322047340813906,0.4933956213996197
-0.06530276672496767,-0.6762305567917554,-0.08257691480935611,-0.5838915011906094,0.05145456576336392
-0.4230156157538289,0.6271582678634908,-0.39514029283466184,0.15138646028876387,-0.5672629121273942
0.4430260187370983,1.3419198813841096,0.5153704170651419,0.25319417803206173,-1.8930860790361614
-1.251403266136455,1.699300688144419,-1.4143686994389197,0.6151771744526763,-0.5672629121273942
0.6124689472244537,0.18568785951252031,0.6104984016815392,-0.9345625289730798,-0.1253218564911384
-0.8560364329992926,-0.48702895321276807,-0.8164213675644219,0.25319417803206173,0.05145456576336392
0.42419902668294773,0.36437826289267505,0.4746012808009715,0.35500189577535957,-0.7440393343818965
-0.8748634250534432,0.3959118634891729,-0.9659082005330463,-0.21059653613185064,0.5817838325268708
