perimeter_worst,area_worst,concave_points_worst,concave_points_mean,concavity_mean,radius_worst,radius_mean,concavity_worst,area_mean,area_se
-0.668238394030071,-0.6342664877092736,0.09311468779850983,-0.15488164911206428,-0.42944411712188835,-0.6679006672253643,-0.5964512103099744,-0.5179372808664526,-0.5947266923421473,-0.44155006281150244
-0.4033264221572421,-0.4478682166702336,-0.5009050839425534,-0.4743377899432178,-0.6243853887309431,-0.3731937177340083,-0.3893366864919345,-0.6064751178890492,-0.4534769397177387,-0.25553370883339493
-0.5373747751377009,-0.47137943234575674,-0.27868938568369517,-0.5597592130583503,-0.7079316479919665,-0.443362039041474,-0.520145859429644,-0.6283715722064657,-0.5280029996738552,-0.3125679755460758
1.8164332372405518,1.2417255486736598,2.0447871957075123,2.7839150303401263,3.5791528574963363,1.4150960710162626,1.635480302939693,2.3723946890325096,1.5676052349766558,1.513536231816473
-0.550692754051526,-0.5669466039764806,-0.7552501535031292,-0.7418417202248171,-0.9480803125045945,-0.5636505898542724,-0.3975122598005411,-1.0347412037451256,-0.45805074123129097,-0.5626723041341921
0.629395986225689,0.6429507034121338,0.5997126818116426,0.0736581232573692,-0.285579706555821,0.761528278266724,0.4145946888544046,0.097543489403534,0.2804836796334738,-0.006437052802039775
-0.8103933428711195,-0.6755379742188251,-1.0596572667198703,-0.8345064803877239,-0.8150806621114854,-0.7500978436141099,-0.6455046501616153,-0.8648056778469159,-0.6280885386762934,-0.5407050423967992
-0.0857215771905825,-0.16099755634154767,-0.435151951976247,-0.2780183789242289,-0.7839849692026739,-0.04039539381859917,0.21565573834497187,-0.9673858062252471,0.06336263131366852,-0.3429996867602624
1.5529688717713988,1.5072838840015117,0.9344558990946569,0.7220616741546911,0.11479294993273075,1.6035481339563131,1.7063352716142859,0.0023415141104192187,1.6967478659475437,0.6275905199120732
0.16037151143445005,-0.04631695038467922,0.166339766579169,0.12561033380692346,-0.2783365331071822,0.13201819567974518,0.5426786706892458,-0.2775522932513379,0.33940500501394133,-0.5318375238973011
2.5576077159230026,2.528922320549426,1.0480294906728227,1.4951005763223375,1.6322377874225604,2.381414095879077,2.0633353060901176,1.4803521805360247,2.229461218702456,2.3277356576794785
