concave_points_worst,smoothness_se,texture_worst
0.09311468779850983,0.3845210600497595,0.8041158728006657
-0.5009050839425534,0.1286635587804361,-0.654888147534115
-0.27868938568369517,-0.38273595978623925,0.5536140224415618
2.0447871957075123,1.0344180423121603,1.034306762319842
-0.7552501535031292,-0.32721078071916043,-1.375927257351535
0.5997126818116426,-0.7808767324149526,1.2204905700191762
-1.0596572667198703,0.23024939775543246,0.14739480564301521
-0.435151951976247,-0.6376470091396468,-0.4416230587148776
0.9344558990946569,-0.28178108875518676,0.12877642487308194
0.166339766579169,-0.8174728731637091,-1.0949589657325403
1.0480294906728227,-0.44614823815261906,0.4351334175419857
0.5772968413685841,1.0785857983882456,1.2881937728189337
-1.3295439856543003,-1.0944678005551596,-0.8732309765633337
-0.6533327989553542,-0.49631018969617335,-1.2185173108420984
0.23059850918260472,0.14822356504270237,-0.22158764961566468
0.166339766579169,-0.7474354313859164,-1.2997611542018077
1.2647159482890593,0.019190620506138494,-0.5431778629145145
1.6278525634666148,0.9618567287585911,-0.4991707810946717
-0.6590114785342626,-0.8540690139124656,-0.6616584678140905
-0.04735791231132656,0.9069625176354567,-1.230365371332056
-0.20725757413848067,-0.8266219083508983,-0.5516407632644839
-0.6755992004621263,-0.2921920598302641,-0.9257009587331457
0.2978460305117817,-0.9446129138684407,0.2794160511025431
1.8176400125511811,-0.7811922163869247,2.907992899803139
-0.8728585963610453,-0.5357456861926783,-0.7158210300538969
-0.4725116860480118,-0.4338443632457095,0.9919922605699935
0.11702491760443948,-0.1382358815079091,0.39789665600211915
-0.8700192565715912,0.25170230784953124,-0.46870433983478077
0.06173251117822718,0.06114998877841979,-0.025248361496367073
-1.7031413263719501,0.1554796963980594,2.1480244483758573
1.0480294906728227,0.14002098177142935,1.2035647693192366
-0.562623364629109,-0.357181758056504,-0.12003284541602836
1.995472346732782,-0.04295972197235324,0.33188603327235516
0.5264876030309835,-0.6401708809154231,0.40466697628209475
-0.2606072743929609,0.3466629834131153,1.9550703203965476
0.662477035052208,-0.12750942646085972,0.8075010329406535
-0.19081929114690402,-0.5606689199784693,-0.6413475069741631
-0.183347344332551,-0.5319598785290138,0.48591081964180416
-0.724615171564282,-0.5089295485750549,-0.8309164748134851
1.3573680887870367,0.1409674336873456,1.4828404808682372
-0.24626113650940332,0.6173482313651246,0.20663510809280294
-1.7031413263719501,2.7506508498400533,-0.4754746601147564
-0.22952397564525245,0.7571076309487381,0.15247254585299724
-0.592660590822808,-0.6376470091396468,1.2238757301591647
