stearic,oleic,linoleic,arachidic,other
-1.0794837885878044,0.31409682461642247,1.0101652830897165,0.6248279818872317,-1.0231146942284237
-1.0413899627884993,3.066105437607848,0.753516658914776,1.3321804142123992,1.1665368718035158
-0.31760727260170507,-0.5033314762721198,1.2322650540103381,-2.5189606062246246,-1.0961030797628217
0.46331615628404665,-0.6395695264202101,0.020587414876724767,-0.3183085945463252,0.509641401993934
1.0728173690729261,-0.8847980166867728,-0.6259696960255292,-0.3969033092491216,0.21768785985634212
-1.1747183530860668,-1.0755312868940994,1.602431338878041,0.2318544083732496,-1.0961030797628217
-1.5556566110791163,0.45033487476451284,1.1557640218043463,1.1749909848068065,1.604467185009904
-0.45093566289927245,-0.585074306360974,0.2525582867271518,-0.003929735735139597,-1.0231146942284237
1.4728025399656282,-0.557826696331356,-1.4279966465722183,-0.9470663121686964,0.2906762453907401
-1.308046743383634,-0.9120456267163909,1.5777535865535273,-0.1611191651407324,-1.0231146942284237
0.9013951529760538,-0.012874495738994447,-1.075104788331675,-0.2397138798435288,1.093548486269118
0.12047172409030199,-0.04012210576861252,0.282171589516568,0.310449123076046,1.3855020284067099
1.3585210625677133,-0.09461732582784867,-1.5538531834272373,-0.2397138798435288,0.582629787528332
-1.460422046580854,-0.6395695264202101,1.4543648249309598,0.6248279818872317,-1.0961030797628217
-0.393794924200315,0.3685920446756586,-0.7049385034639725,-0.5540927386547144,-1.0231146942284237
-0.43188874999961996,0.23235399452756822,0.15878282789400044,0.5462332671844352,-0.07426568228124983
-0.2985603597020526,0.06886833434985978,0.1291695251045842,-0.9470663121686964,-1.0961030797628217
0.9204420658757062,-2.083692857989968,-0.7567617833454509,-0.3969033092491216,0.2906762453907401
-0.24141962100309514,-1.0755312868940994,0.06500736906084909,1.2535856995096029,0.36366463092513807
0.23475320148821688,-1.1845217270125716,0.2871071399814707,-0.2397138798435288,0.4366530164595361
-0.6414047918957972,-0.44883625621288364,0.17358947928870855,0.2318544083732496,-1.0961030797628217
-0.6985455305947547,0.5865729249126032,0.9114542737916626,-0.1611191651407324,-1.0231146942284237
-0.2985603597020526,0.2596016045571863,-0.5692108656791481,-0.5540927386547144,-1.0231146942284237
0.8823482400764012,-0.5305790863017379,-1.1540735957701185,0.07466497896765681,1.2395252573379139
-0.869967746691627,-0.25810298600555714,0.24268718579734638,0.07466497896765681,-1.0231146942284237
-1.4032813078818964,0.6955633650310755,1.0076975078572652,0.9392068406984172,2.261362654819486
-1.0794837885878044,-1.5932358774568427,1.644383517829714,-0.3183085945463252,-1.0961030797628217
-1.3651874820825916,-0.7758075765683006,1.4543648249309598,0.5462332671844352,-1.0961030797628217
0.5395038078826566,-0.44883625621288364,-0.5124520353327671,0.07466497896765681,0.2906762453907401
0.44426924338439416,0.5865729249126032,0.738710007520068,-1.7330134591966604,-1.0961030797628217
0.8442544142770962,0.6683157550014575,-0.7987139622971238,0.4676385524816388,1.677455570544302
-0.5461702273975348,3.338581537904029,-0.12007577337300225,0.703422696590028,-0.0012772967468518404
0.8061605884777913,-0.585074306360974,-1.075104788331675,0.1532596936704532,0.801594944131526
1.5680371044638906,0.7773061951199297,-1.6377575413305832,0.7820174112928244,1.02056010073472
0.8252075013774438,1.267763175653055,-1.1664124719323752,1.09639627010401,1.9694091126818938
0.5775976336819615,-0.012874495738994447,-0.6309052464904319,0.7820174112928244,0.6556181730627301
2.825133355840954,0.20510638449795016,-2.3287346064169614,-0.7112821680603072,0.801594944131526
0.06333098539134456,-0.3943410361536475,0.15631505266154908,0.4676385524816388,2.11538588375069
1.663271668962153,-0.31259820606479327,-1.4230610961073156,0.9392068406984172,0.801594944131526
0.3299877659864793,-0.3943410361536475,-0.8357305907838941,0.07466497896765681,0.582629787528332
0.672832198180224,-1.34800738719028,-1.3292856372741644,0.07466497896765681,0.801594944131526
0.025237159592039593,0.7773061951199297,-0.132414649535259,0.8606121259956209,-0.0012772967468518404
0.19665937568891192,0.09611594437947785,-0.10280134674584279,-0.003929735735139597,0.509641401993934
-0.7175924434944072,0.39583965470527666,-0.273077837784986,-1.1042557415742893,-1.0961030797628217
0.8633013271767488,-1.4569978273087525,-0.8530050174110535,-0.3183085945463252,0.21768785985634212
-0.31760727260170507,-0.23085537597593905,1.1088762923877706,-2.5189606062246246,-1.0231146942284237
0.3299877659864793,-0.23085537597593905,-0.1990445808114455,-0.08252445043793599,0.874583329665924
0.15856554988960697,-0.5033314762721198,0.16125060312645179,0.2318544083732496,-0.9501263086940257
0.06333098539134456,-0.5033314762721198,0.5906434935729868,-2.5189606062246246,-1.0961030797628217
0.025237159592039593,-0.4760838662425017,-0.3002233653419509,0.4676385524816388,1.7504439560786997
1.0728173690729261,-0.2853505960351752,-1.3218823115768104,-0.003929735735139597,0.947571715200322
1.0156766303739686,-1.2390169470718078,-0.6333730217228832,-0.475498023951918,-0.2932308388844438
0.6918791110798764,-0.8847980166867728,-1.0430237103098077,0.3890438377788424,0.582629787528332
-1.0794837885878044,-1.1845217270125716,1.602431338878041,-0.7898768827631036,-1.0231146942284237
-0.9842492240895419,-0.23085537597593905,1.49138145341773,1.8037487024291776,-1.0231146942284237
-0.050950492006570335,1.8944582063342708,-0.3174977919691103,1.0178015554012136,0.874583329665924
