texture_worst,radius_worst,area_worst,concavity_worst,concavity_mean,perimeter_worst,concave_points_mean,radius_se,concave_points_worst,area_se,smoothness_worst,fractal_dimension_se,area_mean,radius_mean,symmetry_worst
0.8041158728006657,-0.6679006672253643,-0.6342664877092736,-0.5179372808664526,-0.42944411712188835,-0.668238394030071,-0.15488164911206428,-0.5018196524543685,0.09311468779850983,-0.44155006281150244,-0.028972825383242792,-0.04445104588346952,-0.5947266923421473,-0.5964512103099744,-0.4753432130211769
-0.654888147534115,-0.3731937177340083,-0.4478682166702336,-0.6064751178890492,-0.6243853887309431,-0.4033264221572421,-0.4743377899432178,-0.08364774314998742,-0.5009050839425534,-0.25553370883339493,0.6796015904491235,-0.0637217771613928,-0.4534769397177387,-0.3893366864919345,0.28087126853252925
0.5536140224415618,-0.443362039041474,-0.47137943234575674,-0.6283715722064657,-0.7079316479919665,-0.5373747751377009,-0.5597592130583503,-0.25354087228108196,-0.27868938568369517,-0.3125679755460758,-0.3357337005301817,-0.6469825771731996,-0.5280029996738552,-0.520145859429644,0.8960966094575786
1.034306762319842,1.4150960710162626,1.2417255486736598,2.3723946890325096,3.5791528574963363,1.8164332372405518,2.7839150303401263,1.809693775195116,2.0447871957075123,1.513536231816473,1.3881760062814898,0.9460645418017796,1.5676052349766558,1.635480302939693,4.076363020228995
-1.375927257351535,-0.5636505898542724,-0.5669466039764806,-1.0347412037451256,-0.9480803125045945,-0.550692754051526,-0.7418417202248171,-0.7835936227205739,-0.7552501535031292,-0.5626723041341921,-0.08514030956507652,-1.0216912409105938,-0.45805074123129097,-0.3975122598005411,-0.8438375578460767
1.2204905700191762,0.761528278266724,0.6429507034121338,0.097543489403534,-0.285579706555821,0.629395986225689,0.0736581232573692,-0.13026476028961706,0.5997126818116426,-0.006437052802039775,0.4160464723651338,-0.5771797060998336,0.2804836796334738,0.4145946888544046,0.8672579216017174
0.14739480564301521,-0.7500978436141099,-0.6755379742188251,-0.8648056778469159,-0.8150806621114854,-0.8103933428711195,-0.8345064803877239,-0.7656374383408647,-1.0596572667198703,-0.5407050423967992,0.16545308140002865,-0.766461111096323,-0.6280885386762934,-0.6455046501616153,0.4875485314995385
-0.4416230587148776,-0.04039539381859917,-0.16099755634154767,-0.9673858062252471,-0.7839849692026739,-0.0857215771905825,-0.2780183789242289,-0.47074164102794874,-0.435151951976247,-0.3429996867602624,-0.4394275174812597,-0.8872243604379747,0.06336263131366852,0.21565573834497187,-0.7877623314596789
0.12877642487308194,1.6035481339563131,1.5072838840015117,0.0023415141104192187,0.11479294993273075,1.5529688717713988,0.7220616741546911,0.5886732373748923,0.9344558990946569,0.6275905199120732,0.04015638591747666,-0.8015766658694274,1.6967478659475437,1.7063352716142859,-0.4593217197679204
-1.0949589657325403,0.13201819567974518,-0.04631695038467922,-0.2775522932513379,-0.2783365331071822,0.16037151143445005,0.12561033380692346,-0.8050029194809964,0.166339766579169,-0.5318375238973011,-0.3573365790616563,-0.03502979948092937,0.33940500501394133,0.5426786706892458,0.4122475132092332
0.4351334175419857,2.381414095879077,2.528922320549426,1.4803521805360247,1.6322377874225604,2.5576077159230026,1.4951005763223375,2.6222111183769563,1.0480294906728227,2.3277356576794785,-0.19747527792874398,0.3580931185887026,2.229461218702456,2.0633353060901176,-0.1004402708949752
