row_position,palmitoleic,stearic,oleic,linoleic,linolenic,arachidic,eicosenoic,other
0,-1.3354607781054564,-0.31760727260170507,-0.5033314762721198,1.0101652830897165,-0.11126639022509702,-2.5189606062246246,-2.663770560984979,-1.0961030797628217
1,-0.6971983168086647,-0.5652171402971873,-0.20360776594632096,-0.07812359442132928,0.7295687127910092,0.2318544083732496,1.6173909304890632,-1.0231146942284237
2,1.5426301353347056,2.2918197946506846,-0.25810298600555714,-1.7019196973743183,1.207690634113893,0.310449123076046,0.6609612355852877,1.1665368718035158
3,-0.8922229577604621,-0.6794986176951022,-0.14911254588708484,0.1809928049860626,0.6141599731613475,-0.3183085945463252,0.15997425254045303,-0.9501263086940257
4,-0.8035753936914634,-1.3651874820825916,-0.8303027966275367,1.4667037010932165,-1.5538756355958674,0.2318544083732496,-0.38655700169027574,-0.9501263086940257
5,0.5143183921343192,0.5775976336819615,0.150611164438714,-0.4408865535916779,0.18549894025117578,0.4676385524816388,-0.02220283220312323,1.093548486269118
6,-0.4608048126246679,-0.35570109840101005,0.45033487476451284,-0.6062274941659185,1.4385081133732165,-0.7898768827631036,0.752049777957076,-1.0961030797628217
7,0.36657245201932115,-0.5271233144978824,2.248677136719306,0.0008452130171139594,-0.7831101244977701,1.0178015554012136,0.38769560846992335,0.509641401993934
8,-3.699395819945425,-0.8890146595912795,0.0416207243202417,2.712930193481149,-1.3477886005429003,-2.5189606062246246,-1.7528851372670977,-0.9501263086940257
9,-0.3307883853234696,-0.6985455305947547,0.5865729249126032,0.5166102365994464,-0.7295274953839986,1.4107751289151955,1.8906565576044276,-1.0231146942284237
10,-0.3071490349050699,-0.41284183709996747,0.8045538051495478,-0.7172773796262292,1.4962124831880472,-0.475498023951918,0.3421513372840293,-1.0231146942284237
11,-0.34260806053266946,-0.6604517047954497,0.34134443464604053,-0.7518262328805482,1.6445951484261836,-0.7898768827631036,1.1619482186301224,-1.0961030797628217
12,2.69504846823169,2.7298987913426918,0.150611164438714,-2.002988275733383,0.9026818222355016,-0.08252445043793599,0.02334143898277084,-0.07426568228124983
13,0.23064618711352297,-0.10809123070552777,-0.3670934261240294,-0.06331694302662116,-0.350327350886539,0.6248279818872317,0.43323987965581745,1.8234323416130978
14,-1.4536575301974548,-0.12713814360518025,0.5865729249126032,1.0841985400632572,-0.44100564630984457,-1.7330134591966604,-2.2083278491260385,-1.0231146942284237
15,0.6679741698539172,0.48236306918369914,0.20510638449795016,-0.40880547556981034,-0.11538813092615635,0.2318544083732496,0.752049777957076,0.947571715200322
16,1.0166545885253127,0.9394889787753586,-0.9937884568052452,-0.9912004304283292,0.8985600815344423,1.0178015554012136,-0.38655700169027574,0.6556181730627301
17,-0.10030471874407265,0.7680667626784864,-1.5659882674272247,-0.5519364390519887,1.1417427828969435,0.2318544083732496,-0.38655700169027574,-0.0012772967468518404
18,0.8511791355965147,0.8823482400764012,-1.1027788969237173,-0.6728574254421049,0.6677426022751191,-0.08252445043793599,-0.6598226288056401,-0.14725406781564782
19,0.2956544007641221,1.2442395851697983,-0.6940647464794463,-0.4408865535916779,0.3132729019840154,0.4676385524816388,0.29660706609813525,0.874583329665924
20,-0.8331245817144629,-1.460422046580854,-0.5033314762721198,1.5728180360886246,-1.5538756355958674,-0.5540927386547144,-1.0697210694786867,-1.0231146942284237
21,-0.3544277357418693,-0.6604517047954497,-0.585074306360974,0.0896851213853626,0.3297598647882528,0.2318544083732496,1.0708596762583344,-1.0961030797628217
22,-0.8035753936914634,-0.8890146595912795,0.31409682461642247,1.2569428063348518,-1.2653537865217135,-0.9470663121686964,0.5243284220276055,-1.0231146942284237
23,0.4611298536929199,0.8442544142770962,0.014373114290623627,-0.9566515771740103,0.9109253036376204,1.1749909848068065,0.7975940491429699,1.8964207271474958
24,-1.1581656499674586,-0.45093566289927245,-0.012874495738994447,0.13163730033703558,0.8078817861111367,-0.5540927386547144,0.3421513372840293,-1.0231146942284237
25,1.6076383489853048,1.5489901915642381,0.5593253148829851,-1.6525641927252914,1.3766820028573261,-0.5540927386547144,-0.7053668999915342,0.2906762453907401
26,-0.980870521829461,-0.9842492240895419,-1.1027788969237173,1.651786843527068,-1.5456321541937488,-0.7898768827631036,-0.6142783576197461,-1.0961030797628217
27,1.5308104601255057,2.10135066565416,0.20510638449795016,-1.825308458996886,1.4055341877647416,-0.003929735735139597,-0.02220283220312323,0.728606558597128
28,-0.9454114962018615,-0.6033109660964923,-0.6668171364498282,0.24021941056489501,0.630646935965585,-0.3969033092491216,0.9342268627006521,-1.0231146942284237
29,-0.8626737697374626,-1.2699529175843292,-0.8303027966275367,1.5654147103912706,-1.5538756355958674,-0.003929735735139597,-1.0697210694786867,-1.0231146942284237
30,-1.0990672739214595,-0.9271084853905844,-1.4569978273087525,1.6764645958515814,-1.512658228585274,-1.1042557415742893,0.02334143898277084,-0.9501263086940257
31,0.8039004347597154,1.3966148883670182,-0.7758075765683006,-0.9739260038011698,0.8738296373280863,0.07466497896765681,-0.38655700169027574,0.4366530164595361
32,-0.3957965989740687,-0.9652023111898894,2.1396866966008337,0.598046819270341,-1.0262928258602715,0.8606121259956209,0.4787841508417115,1.1665368718035158
33,1.046203776548312,1.263286498069451,-0.557826696331356,-1.075104788331675,0.9274122664418577,-0.1611191651407324,0.0688857101686649,0.14469947432194413
34,0.679793845063117,0.9966297174743162,-1.5932358774568427,-0.6827285263719103,0.7295687127910092,0.2318544083732496,0.3421513372840293,-0.43920760995323976
35,-0.6853786415994649,0.06333098539134456,0.5865729249126032,0.5412879889239599,-0.02883157620391013,-2.5189606062246246,-2.663770560984979,-0.9501263086940257
36,-0.2716900092774704,-0.8890146595912795,1.1315251255049648,0.9361320261161761,-1.0592667514687462,-1.7330134591966604,-0.8419997135492164,-1.0231146942284237
37,-0.6321901031580656,-0.12713814360518025,-0.1763601559167029,-0.09539802104848874,0.5564556033465168,0.8606121259956209,1.7995680152326394,-1.0231146942284237
38,1.1703103662449106,1.110911194872231,-1.0755312868940994,-1.3317534125066157,1.2035688934128337,-0.1611191651407324,0.15997425254045303,0.6556181730627301
39,0.4315806656699203,-0.0890443178058753,0.34134443464604053,-0.132414649535259,-0.44100564630984457,1.09639627010401,0.6154169643993938,1.3855020284067099
40,1.0402939389437122,1.5299432786645857,-0.557826696331356,-1.2058968756515969,1.0799166723810534,0.310449123076046,-0.3410127305043817,0.874583329665924
41,-1.0931574363168595,-1.1366245272867617,0.8318014151791658,1.1360218199447354,-1.2571103051195947,1.4107751289151955,0.9797711338865462,2.1883742692850876
42,-0.09439488113947274,-0.5080764015982299,0.31409682461642247,1.4296870726064463,-1.8423974846700215,-2.5189606062246246,-2.2083278491260385,-1.0231146942284237
43,-0.8153950689006632,-0.45093566289927245,1.0497822954161105,-0.43348322789432386,1.3354645958467328,-0.6326874533575108,0.7975940491429699,-1.0231146942284237
44,0.9752857252931131,0.46331615628404665,0.2596016045571863,-0.3619177461532347,-0.494588275423616,1.0178015554012136,0.6154169643993938,1.458490413941108
45,0.6088757938079179,0.8252075013774438,0.6683157550014575,-0.7937784118322211,0.5482121219443981,-0.2397138798435288,0.2055185237263471,0.509641401993934
46,0.07108057178932507,-0.3747480113006625,2.303172356778542,-0.028768089772302254,-0.5646578673416248,1.09639627010401,0.3421513372840293,1.2395252573379139
47,-0.980870521829461,-0.5461702273975348,-0.3670934261240294,-0.07565581918887793,1.0840384130821128,-0.3183085945463252,0.43323987965581745,-0.9501263086940257
48,-1.0636082482938598,-1.4032813078818964,0.504830094823749,0.9682131041380436,-1.141701565489933,1.7251539877263813,1.3896695745595928,2.553316196957078
49,1.046203776548312,1.4347087141663233,-0.6395695264202101,-0.9640549028713643,0.774907860502662,0.310449123076046,-0.568734086433852,-0.2202424533500458
50,-0.17713260760387164,-1.3651874820825916,1.594734496008472,0.04526516720123828,-0.17309250074098717,0.9392068406984172,0.7065055067711818,1.8964207271474958
51,2.6182205793718913,2.539429662346167,-1.4025026072495164,-1.83271178469424,0.8820731187302049,-0.1611191651407324,0.02334143898277084,1.2395252573379139
52,1.507171109707106,0.672832198180224,-0.4760838662425017,-0.7814395356699644,-0.2019446856484026,0.3890438377788424,1.7540237440467454,1.604467185009904
53,-0.3307883853234696,0.06333098539134456,-0.23085537597593905,0.34386597032785177,0.13603805183846363,-2.5189606062246246,-2.2083278491260385,-1.0231146942284237
54,-0.47853432543846763,-0.5461702273975348,-0.7485599665386825,0.7288389065902625,-0.6635796441670492,-0.003929735735139597,0.0688857101686649,0.947571715200322
55,0.2129166742997232,-0.20332579520379018,1.3767536157715274,-0.12994687430280766,-0.43276216490772584,0.8606121259956209,0.6154169643993938,0.801594944131526
56,1.3239661439645085,1.6823185818618054,-0.8575504066571548,-0.9689904533362671,0.42868164161367706,-0.3183085945463252,-0.15883564576080542,0.509641401993934
57,0.33111342639172164,-0.1842788823041377,-0.3670934261240294,0.099556222315168,-0.5687796080426842,1.2535856995096029,0.11442998135455897,1.1665368718035158
58,0.6266053066217178,0.9013951529760538,-0.20360776594632096,-0.7839073109024157,0.7007165278835937,0.310449123076046,0.25106279491224115,0.509641401993934
59,0.7802610843413157,0.9013951529760538,-0.6395695264202101,-0.6629863245122996,0.3668555310977869,-0.08252445043793599,-0.0677471033890173,0.728606558597128
60,-1.4536575301974548,-0.5080764015982299,0.5865729249126032,0.7880655121690949,0.2184728658596505,-2.5189606062246246,-2.663770560984979,-0.9501263086940257
61,0.44340034087912017,0.7490198497788338,-0.1763601559167029,-0.7518262328805482,0.7007165278835937,0.703422696590028,0.9797711338865462,0.801594944131526
62,0.5911462809941181,-0.12713814360518025,2.4394104069266325,-0.5618075399817941,-0.25552731476217405,1.4107751289151955,0.5243284220276055,1.604467185009904
63,-0.8035753936914634,-1.2509060046846767,0.17785877446833206,1.0299074849493275,-1.0015623816539154,0.5462332671844352,0.25106279491224115,1.3855020284067099
64,-1.1581656499674586,-0.6985455305947547,0.5865729249126032,1.2322650540103381,-0.6883100883734052,-1.7330134591966604,-2.2083278491260385,-1.0231146942284237
65,-0.8626737697374626,-1.308046743383634,-0.9937884568052452,1.5777535865535273,-1.5538756355958674,0.2318544083732496,-0.8419997135492164,-0.9501263086940257
66,-0.3898867613694688,-0.31760727260170507,0.31409682461642247,1.0348430354142302,-1.430223414564087,-0.1611191651407324,1.4352138457454868,-1.0961030797628217
67,-1.217264026013458,-0.5080764015982299,0.0416207243202417,1.0595207877387436,-0.3173534252780642,-2.5189606062246246,-2.663770560984979,-1.0231146942284237
68,-0.17713260760387164,1.739459320560763,0.3685920446756586,-0.29035226441214546,0.10306412622998888,0.3890438377788424,-0.2043799169466995,0.6556181730627301
69,1.046203776548312,1.2251926722701458,-1.1572741169829537,-0.9221027239196914,0.8367339710185522,-0.08252445043793599,-0.568734086433852,-0.2202424533500458
70,-1.04587873548006,-0.5842640531968398,-0.012874495738994447,0.18592835545096528,0.6224034545634662,-0.5540927386547144,0.6154169643993938,-1.0231146942284237
71,0.14790846064912405,0.5014099820833516,-0.25810298600555714,0.10942732324497341,-0.6553361627649305,1.5679645583207884,0.5243284220276055,0.728606558597128
72,0.6147856314125179,0.596644546581614,0.12336355440909592,-1.1417347196078615,1.2159341155160117,-0.003929735735139597,0.2055185237263471,0.6556181730627301
73,-0.20668179562687125,-0.7556862692937121,0.2596016045571863,-0.7913106365997697,1.673447333333599,-0.5540927386547144,0.752049777957076,-0.9501263086940257
74,-0.7562966928546639,0.10142481119064951,0.06886833434985978,0.020587414876724767,0.511116455634864,-0.9470663121686964,0.3421513372840293,-1.0231146942284237
75,0.39612164004232076,-0.5080764015982299,0.6138205349422213,-0.6555829988149454,0.2967859391797781,0.6248279818872317,1.2530367610019106,1.7504439560786997
76,-0.8331245817144629,-1.2699529175843292,-0.8303027966275367,1.5654147103912706,-1.5538756355958674,0.4676385524816388,-1.115265340664581,-1.0231146942284237
77,0.4079413152515206,0.8633013271767488,-1.6204834874864609,-0.7567617833454509,1.1664732271032996,-0.3183085945463252,-0.38655700169027574,-0.36621922441884175
78,2.9905403484616864,1.7966000592597202,-1.9747024178714958,-2.2102813952592966,1.3931689656615636,0.8606121259956209,1.0708596762583344,0.509641401993934
79,-0.7858458808776636,-0.869967746691627,-0.557826696331356,-0.0016225622153373917,0.8243687489153741,-0.1611191651407324,1.4352138457454868,-0.9501263086940257
