row_position,other,linoleic,linolenic,palmitoleic,stearic
0,0.6837431683478433,-0.49304461570907926,0.06300066880791075,0.8904756694563191,0.9474780922660884
1,-1.007992505914862,0.24736534890335568,0.6067718836875888,-0.9180736625090371,-0.6044619473626123
2,-1.007992505914862,0.12762908399903458,0.5486589294256385,-0.6949409527211037,-0.7727446022621098
3,-1.0784814923424746,0.9120237989844855,-0.9290704789496697,-0.8358668746924302,-0.6979523111956665
4,0.8247211412030687,-2.46014039628007,1.519975450661094,2.8693104904703617,2.0693624582627392
5,1.741077964762034,1.1930374819231988,-0.8460519728611693,-1.6461909260275571,-1.4645732946267114
6,-0.9375035194872492,0.18871901507266778,0.5901681824698888,-0.8652264417697898,-0.6792542384290556
7,0.6837431683478433,-1.1186055099030836,0.81431814890884,1.2604062146310513,0.9100819467328666
8,-0.9375035194872492,1.5717950545797248,-1.5932185276576734,-0.8358668746924302,-1.2962906397272136
9,-1.0784814923424746,1.4740511648619115,-1.5517092746134231,-0.7771477405377107,-1.0719137665278835
10,-1.007992505914862,1.2052554681379253,-0.5554872015514176,-1.2469008137754656,-0.6979523111956665
11,-1.007992505914862,1.425179220003005,-1.883783298967425,-0.07251813068107833,-0.510971583529558
12,0.11983127692694155,-0.17782057136913162,-0.45586499424521715,0.7436778340695207,-0.2305004920303952
13,-1.007992505914862,1.706192902941718,-1.696991660268299,-0.7477881734603511,-2.10030776869148
14,0.8952101276306815,1.9701014051798136,-1.8049157181833493,-1.8869393760619062,-1.3710829307936572
15,0.11983127692694155,-0.03364833403535712,-0.5347325750292925,0.6086238255136662,-0.267896637563617
16,1.3181440461963578,1.5766822490656156,-1.514350946873598,-1.56398413821095,-1.3149887124938244
17,1.3886330326239704,-1.543791430175571,0.5943191077743137,1.3895883097714339,0.610912782467093
18,2.023033910472485,0.16428304264321447,-0.5305816497248674,-0.06077430385013443,0.0499705994687674
19,-1.0784814923424746,0.7654079644077658,-1.0120889850381702,-0.36611380145467515,-0.3239908558634495
