row_position,other__class_1,linoleic__class_1,linolenic__class_1,palmitoleic__class_1,stearic__class_1,other__class_2,linoleic__class_2,linolenic__class_2,palmitoleic__class_2,stearic__class_2,other__class_3,linoleic__class_3,linolenic__class_3,palmitoleic__class_3,stearic__class_3
0,1.0939749200460096,0.06634694971201012,-0.000783868219042021,0.21355281654356406,0.3087287699516224,-1.4070514762843187,0.5579407339543024,0.0738675784697149,-0.21647363679112772,-0.9592653932277208,-1.4286957304689778,-0.7275759971871072,-0.06930842288132838,-0.09169884540641687,0.4943484719978503
1,-1.7444464941274207,-0.05079048044029768,-0.00757531905862568,-0.28050763185587807,-0.26957156645064934,2.243676678399319,-0.427119529349238,0.7138578416663199,0.28434421141489147,0.8375982411189465,2.278190489126208,0.5569801568024829,-0.6697980655700871,0.12044901296642468,-0.4316484401172835
2,-1.7444464941274207,-0.031847463682993786,-0.00684951515210529,-0.21955212198841445,-0.3322788318436667,2.243676678399319,-0.26781935475559626,0.6454619356758431,0.22255499637648657,1.032438876168585,2.278190489126208,0.34924665335202126,-0.6056235999392274,0.09427492654380139,-0.5320577438406112
3,-1.8627140530513133,-0.1559435530522704,0.01160664132798465,-0.2580503387468126,-0.3044089361134368,2.395790351511137,-1.3113980495425155,-1.0937482452248541,0.2615797637691634,0.9458430383687457,2.4326440816093404,1.7101130739152504,1.0262413832454906,0.11080592849493191,-0.4874313866302433
4,1.3305100378937953,0.3775536535820029,-0.018980809018231824,0.7541319435260706,0.7267772059050718,-1.711278822507955,3.1750150308498477,1.7886506500880992,-0.7644464122632981,-2.2582029602253115,-1.7376029154352433,-4.140340696730409,-1.6782539540550254,-0.3238216644702078,1.1637438301533687
5,2.8679883039044034,-0.20040165360512657,0.010569778604384093,-0.4794150851076015,-0.5900753673482939,-3.6887565729615917,-1.6852658062418795,-0.9960398080956016,0.4859721762770551,1.8334503758170995,-3.7454996177159687,2.1976508881357226,0.9345635752014054,0.20585918971393233,-0.9448515480365142
6,-1.6261789352035276,-0.04151226815100598,-0.007367946513905569,-0.26607080057147886,-0.29744146218087925,2.0915630052875005,-0.34909495403806656,0.6943161542404694,0.26970992364263774,0.9241940789187858,2.123736896643075,0.4552331347042976,-0.6514625039612701,0.11424988723475077,-0.4762747973276513
7,1.0939749200460096,0.16531454746445498,-0.010167475867627077,0.31461063553435914,0.2947938220865074,-1.4070514762843187,1.3902028706067984,0.9581289344894516,-0.3189136511969045,-0.915967474327801,-1.4286957304689778,-1.8128775662344174,-0.8989925856803004,-0.1350927255281345,0.4720352933926663
8,-1.6261789352035276,-0.26032344130680213,0.01990154311678912,-0.2580503387468126,-0.5273681019552764,2.0915630052875005,-2.1891745217931957,-1.8754157422588755,0.2615797637691634,1.6386097407674607,2.123736896643075,2.854767072519836,1.7596638475981732,0.11080592849493191,-0.8444422443131864
9,-1.8627140530513133,-0.2448597541579826,0.01938311175498884,-0.24200941509748,-0.44375841476458655,2.395790351511137,-2.0591335629412426,-1.8265615236942492,0.2453194440222147,1.3788222273679427,2.4326440816093404,2.685188702356194,1.7138249435761306,0.10391801101529419,-0.7105631726820828
10,-1.7444464941274207,-0.20233461449872897,0.006940759071782138,-0.3703368042921403,-0.3044089361134368,2.243676678399319,-1.7015209260983735,-0.6540602781432172,0.3754020019978041,0.9458430383687457,2.278190489126208,2.218848184406178,0.6136912470471069,0.15902135085239588,-0.4874313866302433
11,-1.7444464941274207,-0.23712791058357285,0.023530562649391077,-0.04951833130548953,-0.23473419678786184,2.243676678399319,-1.9941130835152665,-2.21739527221126,0.05019560705883055,0.7293534438691472,2.278190489126208,2.6003995172743726,2.0805361757524716,0.021263001259641614,-0.3758654936043236
12,0.1478344486548661,0.016476558657067184,0.0056965238034614694,0.17345050742023274,-0.13022208779949948,-0.19014209138977273,0.13855864165675538,-0.5368101535881142,-0.17582283742375607,0.40461905211974947,-0.19306699060391586,-0.18068575340936077,0.5036778773942047,-0.07447905170732261,-0.20851665406544392
13,-1.7444464941274207,-0.281586011136429,0.02119762152128982,-0.23398895327281374,-0.8269694810552484,2.243676678399319,-2.3679808402146305,-1.9975512886704414,0.23718928414874035,2.569514997115734,2.278190489126208,3.0879373314948446,1.8742611076532798,0.10047405227547533,-1.324175584324641
14,1.4487775968176884,-0.3233379664382417,0.02254554306197054,-0.5451828720698648,-0.5552379976855064,-1.8633924956197734,-2.719091429114902,-2.1245722569384693,0.5526394872395446,1.7252055785673002,-1.8920565079183762,3.545798930936679,1.9934422581105904,0.23409965138044692,-0.8890686015235544
15,0.1478344486548661,-0.006332379887441603,0.0066815433908819985,0.1365563830267679,-0.1441570356646145,-0.19014209138977273,-0.05325177264987467,-0.629633168860904,-0.1384241020057741,0.44791697101966926,-0.19306699060391586,0.06944234258201164,0.5907717950360856,-0.058636841504155865,-0.23082983267062793
16,2.158382950361046,-0.26109662566424313,0.01891652352936859,-0.456957791998536,-0.5343355758878339,-2.7760745342906827,-2.1956765697357934,-1.7825927269860857,0.4632077286313269,1.6602587002174205,-2.8187780628171724,2.863245991028019,1.6725699299562922,0.19621610524243954,-0.8555988336157784
17,2.2766505092849387,0.23258158656181988,-0.007419789650085596,0.34990066756289073,0.18331423916558756,-2.9281882074025005,1.955881041612792,0.699201576096932,-0.3546863546401916,-0.5695841231284435,-2.973231655300305,-2.5505434764462613,-0.6560463943634743,-0.1502461439833375,0.2935298645511948
18,3.341058539599975,-0.0376463463638011,0.00662970025470197,-0.04631014657562302,-0.02570997881113718,-4.2972112654088646,-0.3165847143250784,-0.6247477470044414,0.046943543109440815,0.07988466037035197,-4.3633139876485,0.412838542163387,0.5861879046338813,0.01988541776371407,-0.04116781452656445
19,-1.8627140530513133,-0.13274802232904112,0.012643504051585212,-0.12972294955215222,-0.16505945746228695,2.395790351511137,-1.1163366112645867,-1.191456682354107,0.13149720579357393,0.5128638493695488,2.4326440816093404,1.4557455186697872,1.1179191912895763,0.05570258865783019,-0.26429960057840385
20,0.029566889730973222,0.1413458323837848,-0.01628496593687037,0.11570318228263561,0.18331423916558756,-0.03802841827795454,1.1886393843862724,1.534608713552042,-0.11728568633474082,-0.5695841231284435,-0.038613398120783175,-1.5500310924807725,-1.4398916531404036,-0.049682548780626834,0.2935298645511948
21,0.8574398021982238,0.20474694969394475,-0.016751554162490623,0.34027611337329117,0.3435661396144098,-1.1028241300606823,1.7218073156792773,1.5785775102602058,-0.3449301627920223,-1.06751019047752,-1.1197885455027123,-2.245302410151705,-1.481146666760242,-0.14611339349555483,0.5501314185108102
22,-1.8627140530513133,-0.26418936309400703,0.019797856844429067,-0.2740912623961451,-0.478595784427374,2.395790351511137,-2.2216847615061837,-1.8656448985459504,0.27784008351611206,1.4870670246177418,2.4326440816093404,2.8971616650607466,1.7504960667937648,0.11769384597456962,-0.7663461191950426
23,-0.0887006691929195,0.07330560892897892,-0.01400386794494914,-0.0511224236704228,0.23208655669348996,0.11408525483386343,0.6164591654376811,1.319650151867686,0.051821639033525435,-0.7211268392781623,0.11584019436234931,-0.8038862637607462,-1.2382004754434157,0.021951793007605393,0.3716259896693385
24,-1.7444464941274207,0.07755812289490427,-0.016751554162490623,-0.12170248772748594,-0.1789944053274019,2.243676678399319,0.652220429121968,1.5785775102602058,0.1233670459200996,0.5561617682694684,2.278190489126208,-0.8505203155557478,-1.481146666760242,0.05225862991801133,-0.2866127791835878
25,-1.7444464941274207,-0.052723441333900126,-0.005812652428504729,-0.2821117242208114,-0.21383177499018935,2.243676678399319,-0.44337464920573216,0.5477534985465902,0.28597024338958643,0.6644065655192676,2.278190489126208,0.5781774530729383,-0.513945791895142,0.12113780471438848,-0.3423957256965476
26,-1.7444464941274207,-0.10182064803140209,0.011088209966184372,-0.04951833130548953,-0.3740836754390116,2.243676678399319,-0.8562546935606816,-1.044894026660228,0.05019560705883055,1.162332632868344,2.278190489126208,1.1165887783425026,0.9804024792234481,0.021263001259641614,-0.598997279656163
