row_position,feat_453,feat_48,feat_451,feat_442,feat_378,feat_336,feat_323,feat_105,feat_153,feat_318
0,1.1053579216426235,0.9811649985467571,-2.3217516841487864,1.2098754534265652,1.0438621334949272,1.282210342427214,-0.5327960844967797,-0.7154668508942356,0.9620761213995418,-1.877893899296184
1,-0.0360030400044837,1.279501054640565,-1.4693696451916158,-0.3597069615789175,1.8629790602197354,0.13366181753112466,0.5616608836568762,0.16854514410067867,0.7148390112408807,-1.368037852943699
2,0.5522368402290253,-0.9924427571507427,-0.8300831159737376,2.748681742647627,-1.0721899272108268,-0.8122016735597722,0.3090938910060324,-0.23190473397394049,-1.3454702400812937,-0.9219138123852745
3,0.80684813167338,-0.6252599188814404,0.7681332070709576,-0.43151792174256715,-0.6967613357952898,-1.2368750777230322,0.9826058714082823,1.362339120247657,0.5809189099049393,0.7988503440543623
4,-1.6426880860154114,0.2697482493999839,0.34194218759237216,-0.9649707686725351,0.34419975858415364,-0.262056581802822,0.47747188610659497,-0.1941264435895425,-0.923106843560248,0.3739703054272914
5,0.051793957045293715,-1.130136321501731,1.513967491158482,-1.2624733179219405,-1.2428392869451617,1.523502049338157,-0.5327960844967797,-0.8968026447393461,1.4668518879734744,1.3511943942695543
6,-0.1676985355791499,-2.0480934171749867,-0.08424883188621315,-0.05194570373470523,-2.2155406374308715,0.03714513476674744,-0.19604009429565478,-0.9874705416619014,0.3954910772859436,-0.050909733199779296
7,0.6575932366887582,0.6139821602774548,-1.0431786257130302,0.29685038848873535,0.6513686061059567,1.0795253086220218,-0.4486070869464985,-0.5039084247416065,0.7148390112408807,-0.943157814316628
8,-0.6593617190579039,-1.6809105789056844,-0.40389209649515223,0.09167621659259377,-1.4817483905732307,-0.10762988937981836,0.05652689835518878,-1.2670298905064472,-0.01657077297849116,-0.3908137641014361
9,0.22738795114484864,-1.8186041432566726,-2.21520392927914,0.9944425729356167,-1.823047110041901,2.8843872763158767,-0.5327960844967797,-3.427948100494015,1.0444884914524286,-1.7716738896394162
