row_position,radius_mean,texture_mean,perimeter_mean,area_mean,smoothness_mean,compactness_mean,concavity_mean,concave_points_mean,radius_se,perimeter_se,area_se,concavity_se,radius_worst,texture_worst,perimeter_worst,area_worst,smoothness_worst,compactness_worst,concavity_worst,concave_points_worst,symmetry_worst,fractal_dimension_worst
0,0.033964942831636286,-0.0008126936382800056,-0.11058777372980058,-0.05153879069739787,0.01906712399916309,0.22372618721608484,0.13552876572012426,0.4018980316337402,0.6870371799083388,-0.43882974913199924,0.5820612735377357,0.03790710391899722,1.6292566577735612,-0.3410999968886271,0.5363907953546239,1.3630960754330537,-0.7600652096768592,0.0016756401858660037,-0.042490763362523644,0.20852554201240828,0.060438570389622234,0.6547193768951974
1,-1.822053255846963e-05,0.003686125386385452,-0.001597998596314205,0.0033826988457260764,-0.0044811859480528874,-0.2880732463060841,-0.06454409551948061,0.0269734067536081,-0.23493558352291136,0.20920552141440088,-0.15313927671182775,0.09342160213885349,0.17344163010663582,-0.6429460915172551,0.07126557673027761,-0.027443649871056387,0.1766187051086449,-0.001763380671111811,0.007583194370137324,0.17634484672512094,-0.15721501385739445,-0.430544225683375
2,0.009065329423279747,-0.00246342309952676,-0.03501581260945842,-0.014051431042582585,-0.017461473870176818,-0.6396635087115398,0.33076072550458313,0.5084347616994157,2.971402455777673,-2.3229134556499482,2.0331901266031367,-0.07788385850797157,1.6539314887509677,0.3015400755465156,0.6168259835377815,1.5129174287395584,0.4547377386303912,-0.0025523829624882668,0.42206820866592104,0.751766326743047,0.036151045967208424,-0.4752768678780497
3,-0.008674309314004314,0.0013030300374024574,0.03227539106897393,0.013970549417164673,-0.008846238523634382,0.40580403101162504,-0.3464335110229813,-0.2733049529546799,0.02185351629828435,0.05558962525661997,-0.13757872137644864,0.13277047898091865,-0.6655026231251518,-0.6346001165505646,-0.2570032492462034,-0.5496780813965877,-0.5344214654988384,0.0027068318762475813,-0.6526404911107863,-0.43263650123526226,-0.32629354925958354,0.29611269530122425
4,-0.012468027236736743,0.003407128857724026,0.04505830789677652,0.017823571730379923,0.00693687263123135,0.5472858857459166,-0.34127342925211146,-0.3606509607833595,-0.5522493453156935,0.5032121041269749,-0.3115999778335783,0.14473805139626017,-0.7372839496048771,-0.652683062311727,-0.2857967151610439,-0.5816180182553371,0.49147044117099953,0.002390887915222487,-0.5124623539435741,-0.38160711299399214,-0.03484325619061675,-0.04857716427662772
5,-0.004613428157276636,0.0032443808826715286,0.017830963039234763,0.009472703121779101,-0.0022871726798000865,0.190862767499836,-0.3035569552774026,-0.3510555996648616,-0.6254077959512514,0.5345795884417536,-0.32430538540099796,0.10256958943016166,-0.43445647851853664,-0.342490992716409,-0.1689908331907193,-0.4085825871288134,-0.45046100254887744,0.0009535315670192903,-0.2728888579012415,-0.24062501935444694,0.1734689725093177,0.1822929723836638
6,0.021087674953065627,-0.010542697575347157,-0.07360575020282462,-0.028261441020039642,-0.003642636374322764,-0.3291525209513949,0.4243869514502637,0.48190641037180393,0.09119244943078123,-0.10141735028654246,0.1409409433879977,-0.028008530536181988,1.2860521905423759,1.8163345320007815,0.4804358818359057,1.000890605900844,0.1503810604367821,-0.0021407295930744633,1.05537352380501,0.6261083737164959,0.021671944869230957,-0.12611374408073
7,0.017133659089936058,-0.0015101849599335664,-0.05323883869521468,-0.022107750424759914,0.010428914691696536,0.37596114619576676,-0.10917614300154078,0.07226915556298805,0.6673519743156383,-0.5195374385040785,0.4908393023514307,0.08170465951231497,0.8979843942613619,-0.06011883967672473,0.30091386763001754,0.6271604168835186,-0.6105106350472407,0.0017631165268664369,-0.2375765871302319,-0.04355657107134356,0.1631934814075273,0.5215155090266117
8,-0.016048014572272982,0.010754037445808185,0.056447699200374186,0.021413887976785038,0.0009866167518860402,0.5654090951482598,-0.3442524455322013,-0.44870250987075233,-0.546079355503056,0.49100421833960173,-0.3225922967402223,0.13477551729134238,-0.9414120967815954,-1.8725864032762731,-0.35585692979593914,-0.6833648274239306,0.24221281678830214,0.0021559024501821076,-0.4937352726412436,-0.5306343804553593,-0.3902818347570971,0.21584245402966967
9,-0.010704749892368146,0.0027677618128749337,0.029059562936193443,0.015491060288702096,-0.014130249536180414,-0.7955231095716906,0.4036402309282094,0.3580133653417864,-0.11447387765713311,0.09933454932804106,-0.1335815145013054,-0.08765842027128709,-0.4613744759484334,0.12488360541824042,-0.1428785402153173,-0.3908015913517775,0.10840082896180174,-0.0027067529760184434,0.5068755474848211,0.5456566354982771,1.3303958570154564,-0.430544225683375
10,-0.004880591391271872,0.0037907490846334855,0.015419091939649394,0.008756232030478745,0.021387494052498512,0.1009716488642143,0.11425007800519686,-0.20994734792224504,-0.1979156446470868,0.07695342538452334,-0.15399582104221565,-0.2930495321953151,-0.42548381270857083,-0.8056926033677132,-0.14066365822186802,-0.38438067621007005,-0.9211643479620971,0.00033776673527114316,0.17111953031784527,-0.10408692649267007,-0.4327850024963214,0.3579928503371906
11,-0.023405690036501947,-0.010368324744933766,0.08193313715265978,0.02828404966336512,0.017883965011571263,0.6578374631002096,-0.4788933420484044,-0.6883043213297151,0.5254422086249774,-0.35405276449746237,-0.07091102099459501,0.2036360517649564,-1.1904035730081421,1.2182063260546532,-0.4393230091280273,-0.8206736281465955,-0.7102136848003195,0.0030841807982102338,-0.7967840226186779,-0.8833194766634169,-0.2104607404757635,0.3972581695969603
12,-0.007124762556831903,0.0019191473715297694,0.02514697204131045,0.011661920345196856,0.008636945739615718,0.3365733710946743,-0.2869063821404719,-0.3540188729514566,-0.603665927087672,0.44793751014525696,-0.31645372903910945,0.11929912783275941,-0.3895931494687082,-0.15887954344922517,-0.1325035666670551,-0.3651179307849482,-0.1775894979615039,1.3589706857773094e-05,-0.20978988226124085,-0.07650347338928072,0.05109721484253997,0.2252860118263233
13,0.005699072674939696,0.002663138114626896,-0.023599622738087564,-0.00445071841915781,-0.022286005664240577,-0.7339041976037238,0.4201312139072783,0.5708046089696525,0.19960798470998173,-0.14075387115696741,0.10139714680175904,0.014974478243526119,0.6759109154647117,0.2625921923686285,0.26710777404579183,0.43782573962804555,1.4019167112846405,-0.003372259256570759,0.5647645159618858,0.669782174463529,0.30798449238730224,-0.517524363284131
14,-0.017757859269842528,0.004627738670617757,0.059877915875340075,0.023324477553585986,-0.0015634929106905164,0.03451988105562291,-0.14189212536324172,-0.3753262189645917,-0.09126296360006839,0.003367002721745241,-0.1899706829185049,-0.12613009285254193,-0.8225242747995505,-0.5441853877447546,-0.26551305901050853,-0.6399001710800655,-0.043777510135002834,-0.000826869255695408,0.05389436915178918,-0.1699807311285444,0.04409119818222825,-0.2680156257093917
