row_position,other,linolenic,eicosenoic,palmitoleic,stearic
0,0.6837431683478433,0.06300066880791075,0.39329697936366687,0.8904756694563191,0.9474780922660884
1,-1.007992505914862,0.6067718836875888,0.9544817299420265,-0.9180736625090371,-0.6044619473626123
2,-1.007992505914862,0.5486589294256385,1.1415433134681463,-0.6949409527211037,-0.7727446022621098
3,-1.0784814923424746,-0.9290704789496697,1.0012471258235565,-0.8358668746924302,-0.6979523111956665
4,0.8247211412030687,1.519975450661094,0.5335931670082568,2.8693104904703617,2.0693624582627392
5,1.741077964762034,-0.8460519728611693,0.7674201464159065,-1.6461909260275571,-1.4645732946267114
6,-0.9375035194872492,0.5901681824698888,0.15946999995601713,-0.8652264417697898,-0.6792542384290556
7,0.6837431683478433,0.81431814890884,0.2530007917190771,1.2604062146310513,0.9100819467328666
8,-0.9375035194872492,-1.5932185276576734,-0.8693687094376419,-0.8358668746924302,-1.2962906397272136
9,-1.0784814923424746,-1.5517092746134231,-0.6823071259115221,-0.7771477405377107,-1.0719137665278835
10,-1.007992505914862,-0.5554872015514176,-2.7399845446988405,-1.2469008137754656,-0.6979523111956665
11,-1.007992505914862,-1.883783298967425,-2.2723305858835405,-0.07251813068107833,-0.510971583529558
12,0.11983127692694155,-0.45586499424521715,0.20623539583754705,0.7436778340695207,-0.2305004920303952
13,-1.007992505914862,-1.696991660268299,-1.804676627068241,-0.7477881734603511,-2.10030776869148
14,0.8952101276306815,-1.8049157181833493,0.20623539583754705,-1.8869393760619062,-1.3710829307936572
15,0.11983127692694155,-0.5347325750292925,0.06593920819295715,0.6086238255136662,-0.267896637563617
16,1.3181440461963578,-1.514350946873598,0.9077163340604966,-1.56398413821095,-1.3149887124938244
17,1.3886330326239704,0.5943191077743137,1.6559626681649757,1.3895883097714339,0.610912782467093
18,2.023033910472485,-0.5305816497248674,1.422135688757326,-0.06077430385013443,0.0499705994687674
19,-1.0784814923424746,-1.0120889850381702,1.4689010846388557,-0.36611380145467515,-0.3239908558634495
20,0.04934229049932885,1.3041273348309927,-0.40171475062234224,0.532288951112531,0.610912782467093
21,0.5427651954926179,1.341485662570818,0.06593920819295715,1.3543568292786021,1.0409684560991426
22,-1.0784814923424746,-1.5849166770488234,-1.804676627068241,-0.8945860088471494,-1.1654041303609377
23,-0.02114669592828375,1.1214866214362915,-0.40171475062234224,-0.07839004409655033,0.7417992918333689
24,-1.007992505914862,1.341485662570818,1.2350741052312062,-0.33675423437731544,-0.3613870013966712
25,-1.007992505914862,0.46564042333713795,0.44006237524519687,-0.9239455759245091,-0.4548773652297254
26,-1.007992505914862,-0.8875612259054195,1.9365550434541559,-0.07251813068107833,-0.884933038861775
27,-0.02114669592828375,-0.8460519728611693,-0.12112237533316254,0.7436778340695207,-0.5483677290627798
28,-1.0784814923424746,0.5901681824698888,1.5624318764019158,-1.0589995844803637,-0.6044619473626123
29,0.8952101276306815,1.2211088287424925,0.2530007917190771,0.9374509767800946,1.097062674398975
30,-0.9375035194872492,-1.5932185276576734,-0.40171475062234224,-0.7771477405377107,-1.3523848580270463
31,0.40178722263739247,0.34526358950881236,0.06593920819295715,0.49705747061969935,1.3027414748316943
32,0.2608092497821671,-0.18605484945759054,0.48682777112672687,0.46769790354233975,0.0686686722353783
33,-0.02114669592828375,-0.9332214042540948,-0.07435697945163254,1.0372735048431179,0.0125744539355457
34,0.8952101276306815,-0.14454559641334036,0.7674201464159065,0.6849586999148013,0.4613282003342062
35,-1.0784814923424746,1.6278995085761443,1.1883087093496763,-0.31913849413089973,-0.6605561656624448
36,-1.007992505914862,1.677710612229245,0.44006237524519687,-0.5363992905033614,-0.6044619473626123
37,-0.9375035194872492,-1.3856722624364222,0.06593920819295715,-0.6009903380735527,-0.884933038861775
38,-0.9375035194872492,1.5697865543141942,1.4689010846388557,-0.5892465112426089,-0.5296696562961688
39,2.4459678290381617,-1.1781259972151712,1.422135688757326,-1.035511930818476,-1.389781003560268
40,-0.16212466878350926,0.6648848379495392,-0.21465316709622245,1.5011546646654006,0.8352896556664232
41,-1.007992505914862,-1.5932185276576734,-1.1499610847268216,-0.8065073076150704,-1.258894494193992
42,-0.9375035194872492,-1.2611445033036714,1.0012471258235565,-0.659709472228272,-0.884933038861775
43,0.11983127692694155,0.6814885391672393,-0.775837917674582,0.1799741461842148,0.5174224186340387
44,1.1771660733411324,-1.0286926862558703,0.9077163340604966,-1.6461909260275571,-0.9410272571616076
45,1.3886330326239704,-0.40190296528769176,0.29976618760060697,1.4483074439261532,1.6954010029305222
46,-1.007992505914862,-0.22341317719741577,-2.7399845446988405,-1.4230582162396237,-0.6979523111956665
47,0.8247211412030687,0.8475255513442402,-0.30818395885928235,1.6303367598057832,1.1531568926988076
48,-0.9375035194872492,-1.2196352502594214,-0.40171475062234224,-0.18995639899051706,-1.4458752218601003
49,1.1066770869135196,0.17922657733181135,0.9077163340604966,1.2427904743846354,0.8913838739662557
50,1.1066770869135196,-1.157371370693046,0.2530007917190771,-0.46593632951769803,-0.99712147546144
51,0.754232154775456,0.9554496092592908,0.11270460407448715,3.057211719765464,2.761191150627341
52,0.754232154775456,1.5946921061407444,0.2530007917190771,0.7906531413932961,0.6483089280003147
53,-1.007992505914862,1.345636587875243,-0.07435697945163254,-0.5951184246580807,-0.754046529495499
54,0.8952101276306815,0.8931857296929154,-0.26141856297775246,2.381941676986191,2.331135476995291
55,0.754232154775456,0.996958862303541,0.06593920819295715,1.0372735048431179,1.3588356931315269
56,1.3181440461963578,-0.47246869546291714,0.6271239587713167,0.45008216329592393,-0.0996139826641193
57,0.19032026335455435,1.0758264430876163,-0.40171475062234224,0.6967025267457452,0.9661761650326992
58,-1.007992505914862,0.15017010020083624,-2.2723305858835405,-0.24867553314523647,0.4239320548009844
59,1.741077964762034,-0.3603937122434416,0.29976618760060697,0.6555991328374416,-0.1931043464971735
60,-0.9375035194872492,1.4867680482256938,0.44006237524519687,-0.5833745978271369,-0.3239908558634495
61,-0.9375035194872492,1.0633736671743417,0.44006237524519687,-0.9533051430018689,-0.5483677290627798
62,0.3312982362097798,1.1920523516115171,-0.30818395885928235,0.29741241449365363,0.4426301275675953
63,1.3181440461963578,-0.6634112594664682,0.48682777112672687,-0.06077430385013443,0.1060648177686
64,0.19032026335455435,1.366391214397368,-0.49524554238540225,0.6732148730838575,0.5361204914006495
65,0.47227620906500517,1.0882792190008916,-0.07435697945163254,1.3426130024476584,1.0035723105659209
66,1.247655059768745,0.5196024522946634,0.29976618760060697,0.7378059206540487,1.4336279841979704
67,0.6132541819202306,1.183750501002667,0.15946999995601713,1.1840713402299161,1.0783646016323645
68,0.3312982362097798,-0.6800149606841683,0.6271239587713167,0.6321114791755539,-0.2491985647970061
69,-1.007992505914862,0.7063940909937895,1.6559626681649757,-0.6714532990592159,-0.5670658018293906
70,0.754232154775456,0.24564138220261175,0.2530007917190771,1.1370960329061406,0.7791954373665906
71,1.1066770869135196,0.4988478257725382,-0.07435697945163254,0.29741241449365363,0.4052339820343736
72,-0.9375035194872492,-1.2611445033036714,-1.3370226682529414,-1.2469008137754656,-0.884933038861775
73,-0.9375035194872492,-1.485294469742623,-0.16788777121469256,-1.0237681039875324,-1.4458752218601003
74,1.247655059768745,1.3124291854398429,0.01917381231142725,0.6732148730838575,1.3027414748316943
75,0.3312982362097798,0.37016914133536244,0.44006237524519687,0.990298197519342,1.3588356931315269
76,0.40178722263739247,0.6690357632539642,0.06593920819295715,1.5070265780808725,1.6393067846306897
77,-1.007992505914862,-0.34794093633016654,-2.2723305858835405,-1.1881816796207463,-0.510971583529558
78,-1.007992505914862,0.5652626306433386,0.48682777112672687,-0.5951184246580807,-0.9223291843949968
79,1.4591220190515832,0.8724311031707903,1.1415433134681463,0.6614710462529136,0.1060648177686
80,-1.007992505914862,-0.5139779485071674,-0.8693687094376419,-0.8358668746924302,0.98487423779931
81,0.47227620906500517,-0.18190392415316556,0.2530007917190771,0.8552441889634874,-0.3052927830968386
82,-1.0784814923424746,1.4369569445725936,-0.07435697945163254,-0.8710983551852617,-0.5857638745960014
83,-1.0784814923424746,-1.0535982380824205,-2.2723305858835405,0.044920137628360286,0.4239320548009844
84,-1.007992505914862,-0.30643168328591625,-1.804676627068241,-1.3056199479301849,-0.510971583529558
85,-0.09163568235589645,0.8682801778663654,-0.44848014650387225,-0.18408448557504514,0.8913838739662557
