row_position,palmitoleic,stearic,oleic,linoleic,linolenic,arachidic,eicosenoic,other
0,-1.3354607781054562,-0.31760727260170507,-0.5033314762721199,1.010165283089717,-0.11126639022509699,-2.518960606224625,-2.663770560984979,-1.0961030797628217
1,-0.6971983168086644,-0.5652171402971873,-0.203607765946321,-0.07812359442132856,0.7295687127910093,0.2318544083732494,1.617390930489063,-1.0231146942284237
2,1.5426301353347065,2.2918197946506846,-0.2581029860055572,-1.7019196973743178,1.2076906341138933,0.3104491230760458,0.6609612355852876,1.1665368718035156
3,-0.8922229577604619,-0.6794986176951022,-0.1491125458870849,0.18099280498606324,0.6141599731613476,-0.31830859454632543,0.15997425254045286,-0.9501263086940258
4,-0.8035753936914631,-1.3651874820825916,-0.8303027966275368,1.4667037010932171,-1.5538756355958678,0.2318544083732494,-0.3865570016902758,-0.9501263086940258
5,0.5143183921343197,0.5775976336819615,0.15061116443871392,-0.4408865535916773,0.18549894025117575,0.4676385524816386,-0.02220283220312334,1.0935484862691178
6,-0.4608048126246675,-0.35570109840101005,0.45033487476451267,-0.6062274941659178,1.4385081133732167,-0.7898768827631039,0.7520497779570758,-1.0961030797628217
7,0.36657245201932165,-0.5271233144978824,2.248677136719306,0.0008452130171145328,-0.7831101244977703,1.0178015554012134,0.3876956084699232,0.5096414019939338
8,-3.6993958199454253,-0.8890146595912795,0.04162072432024161,2.7129301934811494,-1.3477886005429007,-2.518960606224625,-1.7528851372670977,-0.9501263086940258
9,-0.33078838532346916,-0.6985455305947547,0.586572924912603,0.516610236599447,-0.7295274953839987,1.4107751289151953,1.8906565576044279,-1.0231146942284237
10,-0.30714903490506945,-0.41284183709996747,0.8045538051495477,-0.7172773796262285,1.4962124831880474,-0.4754980239519182,0.3421513372840292,-1.0231146942284237
11,-0.34260806053266896,-0.6604517047954497,0.34134443464604036,-0.7518262328805475,1.644595148426184,-0.7898768827631039,1.1619482186301222,-1.0961030797628217
12,2.695048468231691,2.729898791342692,0.15061116443871392,-2.0029882757333826,0.9026818222355019,-0.08252445043793612,0.023341438982770663,-0.07426568228124998
13,0.23064618711352344,-0.10809123070552774,-0.3670934261240295,-0.06331694302662046,-0.350327350886539,0.6248279818872314,0.4332398796558173,1.8234323416130973
14,-1.4536575301974546,-0.12713814360518025,0.586572924912603,1.0841985400632579,-0.44100564630984457,-1.7330134591966606,-2.2083278491260385,-1.0231146942284237
15,0.6679741698539178,0.48236306918369903,0.20510638449795002,-0.4088054755698097,-0.11538813092615628,0.2318544083732494,0.7520497779570758,0.9475717152003218
16,1.0166545885253135,0.9394889787753586,-0.9937884568052453,-0.9912004304283285,0.8985600815344426,1.0178015554012134,-0.3865570016902758,0.6556181730627298
17,-0.10030471874407212,0.7680667626784864,-1.5659882674272247,-0.5519364390519881,1.1417427828969438,0.2318544083732494,-0.3865570016902758,-0.0012772967468519865
18,0.8511791355965154,0.8823482400764012,-1.1027788969237171,-0.6728574254421043,0.6677426022751192,-0.08252445043793612,-0.6598226288056402,-0.14725406781564798
19,0.29565440076412264,1.2442395851697985,-0.6940647464794464,-0.4408865535916773,0.31327290198401553,0.4676385524816386,0.2966070660981351,0.8745833296659238
20,-0.8331245817144627,-1.460422046580854,-0.5033314762721199,1.5728180360886252,-1.5538756355958678,-0.5540927386547146,-1.069721069478687,-1.0231146942284237
21,-0.35442773574186887,-0.6604517047954497,-0.5850743063609741,0.08968512138536323,0.3297598647882529,0.2318544083732494,1.0708596762583342,-1.0961030797628217
22,-0.8035753936914631,-0.8890146595912795,0.3140968246164223,1.2569428063348524,-1.265353786521714,-0.9470663121686966,0.5243284220276054,-1.0231146942284237
23,0.46112985369292053,0.8442544142770962,0.01437311429062351,-0.9566515771740097,0.9109253036376206,1.174990984806806,0.7975940491429698,1.8964207271474958
24,-1.1581656499674584,-0.45093566289927245,-0.012874495738994489,0.13163730033703613,0.8078817861111369,-0.5540927386547146,0.3421513372840292,-1.0231146942284237
25,1.6076383489853057,1.548990191564238,0.559325314882985,-1.6525641927252908,1.3766820028573261,-0.5540927386547146,-0.7053668999915343,0.29067624539073994
26,-0.9808705218294608,-0.984249224089542,-1.1027788969237171,1.6517868435270686,-1.5456321541937492,-0.7898768827631039,-0.6142783576197463,-1.0961030797628217
