other,linolenic,linoleic,stearic,eicosenoic
-1.0784814923424746,-1.4686907685249226,1.0342036611317509,-0.3239908558634495,1.4689010846388557
-1.0784814923424746,0.6482811367318391,0.07631354189718159,-0.7353484567288882,0.39329697936366675
0.8247211412030687,-0.804542719816919,-0.3048876280022899,-0.06221783713089761,0.4400623752451967
-1.0784814923424746,-0.9290704789496697,0.5210482401132317,-0.884933038861775,-1.3370226682529416
0.6132541819202306,0.8724311031707903,-0.6763144089299801,0.9661761650326991,-0.7758379176745821
0.6132541819202306,0.4033765437707627,-0.7080811730882693,0.5922147097004821,0.39329697936366675
-0.9375035194872492,0.5196024522946634,0.23514736268862804,-0.7727446022621098,0.6738893546528465
0.3312982362097797,1.4618624963991436,-1.7099560426958547,2.0319663127295176,-0.3549493547408125
0.260809249782167,-0.6509584835531932,-0.11184344580960882,1.097062674398975,-0.12112237533316275
-0.9375035194872492,1.6860124628380948,-0.8204866462637546,-0.5670658018293906,1.141543313468146
-0.021146695928283867,0.7105450162982144,-0.8571406049079345,1.0783646016323643,0.6738893546528465
-1.007992505914862,1.3954476915283434,-0.44905986533606435,-0.6231600201292231,0.39329697936366675
0.6837431683478433,0.6648848379495392,-0.8522534104220438,0.5174224186340387,0.4400623752451967
0.47227620906500517,-1.518501872178023,0.6676640746899515,0.3491397637345411,-0.3549493547408125
-1.0784814923424746,0.7437524187336146,0.0934187225977989,-0.5483677290627798,0.7206547505343764
-1.007992505914862,-1.5724639011355483,1.6084490132239035,-1.1654041303609377,0.29976618760060686
-1.007992505914862,-1.5932185276576734,1.5669078600938329,-1.4458752218601005,-1.1031956888452918
1.8820559376172596,0.3162071123778372,-1.1454850795754834,0.7978935101332014,1.3753702928757958
0.40178722263739247,-0.13209282050006527,0.29379369651931597,0.21825325436826512,-0.12112237533316275
0.260809249782167,0.4241311702928878,-0.49793181019497096,0.5174224186340387,-0.1678877712146927
-0.021146695928283867,0.80601629829999,-1.3263112755534379,1.2466472565318618,-0.027591583570102832
-1.007992505914862,-1.5932185276576734,1.6084490132239035,-1.3523848580270463,-1.8046766270682413
-1.0784814923424746,0.5860172571654637,0.29379369651931597,-0.3987831469298929,0.8609509381789663
-1.0784814923424746,-1.5849166770488234,1.5717950545797237,-1.2962906397272136,-1.2434918764898817
0.04934229049932885,0.980355161085841,-0.8131558545349186,0.5922147097004821,0.06593920819295708
-1.007992505914862,-1.9668018050559255,1.486269151076637,-0.9784234026948292,0.29976618760060686
-0.1621246687835093,1.0177134888256663,-0.742291534489504,0.5361204914006495,-0.4952455423854024
-1.0784814923424746,-1.136616744170921,1.1319475508495642,-0.510971583529558,1.4689010846388557
-1.007992505914862,-1.4686907685249226,1.2052554681379242,-0.884933038861775,0.5335931670082567
-0.9375035194872492,-1.4686907685249226,1.522923109720817,-0.510971583529558,-1.3370226682529416
-0.9375035194872492,-1.5849166770488234,1.5962310270091769,-1.1093099120611052,-0.869368709437642
0.6837431683478433,-0.9415232548629447,0.10808030605547088,-0.5857638745960014,-0.21465316709622265
