radius_worst,texture_worst,concave_points_mean,concave_points_worst,smoothness_worst,concavity_worst,perimeter_mean,radius_mean,symmetry_mean,fractal_dimension_mean
-0.6679006672253643,0.8041158728006657,-0.15488164911206428,0.09311468779850983,-0.028972825383242792,-0.5179372808664526,-0.5805714146522838,-0.5964512103099744,0.038533881030613414,0.8128091040522256
-0.3731937177340083,-0.654888147534115,-0.4743377899432178,-0.5009050839425534,0.6796015904491235,-0.6064751178890492,-0.38674314838525503,-0.3893366864919345,1.1226397705346522,0.4896911356947313
-0.443362039041474,0.5536140224415618,-0.5597592130583503,-0.27868938568369517,-0.3357337005301817,-0.6283715722064657,-0.548925983425014,-0.520145859429644,0.5661320805892457,-0.9707451441942022
1.4150960710162626,1.034306762319842,2.7839150303401263,2.0447871957075123,1.3881760062814898,2.3723946890325096,2.0337367726105557,1.635480302939693,3.962997201035235,2.651877012060513
-0.5636505898542724,-1.375927257351535,-0.7418417202248171,-0.7552501535031292,-0.08514030956507652,-1.0347412037451256,-0.41561960438013906,-0.3975122598005411,-0.6191570252685032,-0.25476127598354564
0.761528278266724,1.2204905700191762,0.0736581232573692,0.5997126818116426,0.4160464723651338,0.097543489403534,0.3525732386618394,0.4145946888544046,-0.6914307512354392,-1.0390696485164916
-0.7500978436141099,0.14739480564301521,-0.8345064803877239,-1.0596572667198703,0.16545308140002865,-0.8648056778469159,-0.6731343009920486,-0.6455046501616153,-0.3300621214007593,-0.7102579714654745
-0.04039539381859917,-0.4416230587148776,-0.2780183789242289,-0.435151951976247,-0.4394275174812597,-0.9673858062252471,0.15558042927208374,0.21565573834497187,-0.10601357090325855,-0.8953035040050074
1.6035481339563131,0.12877642487308194,0.7220616741546911,0.9344558990946569,0.04015638591747666,0.0023415141104192187,1.6421245611730908,1.7063352716142859,-0.6914307512354392,-1.027682231129443
0.13201819567974518,-1.0949589657325403,0.12561033380692346,0.166339766579169,-0.3573365790616563,-0.2775522932513379,0.5543128627356853,0.5426786706892458,0.6528605517495693,0.41709634985229943
2.381414095879077,0.4351334175419857,1.4951005763223375,1.0480294906728227,-0.19747527792874398,1.4803521805360247,2.1761412131332714,2.0633353060901176,-0.31922106250571913,-0.12095912168572863
0.4407588094325951,1.2881937728189337,0.41434473474579264,0.5772968413685841,1.4789080961136838,0.6340066201802351,0.22599151375275947,0.24563284047653014,-0.5866338485833816,0.2633662151271488
-0.38121295445486136,-0.8732309765633337,-1.1409495915571863,-1.3295439856543003,-0.8196381796352125,-1.230524065935416,-0.3250345574920791,-0.26670308686283206,-0.6408391430585837,-0.5479872737000371
-0.6358237203419513,-1.2185173108420984,-0.7321006807467756,-0.6533327989553542,-0.18451355080985946,-0.872755042783891,-0.611030142208531,-0.5773748725898916,-0.7926139675891494,-0.529482720446084
0.7314561405635246,-0.22158764961566468,0.23700786219683326,0.23059850918260472,-0.32277197341129715,-0.23185534511064287,1.1318419826333626,1.2621291218466468,-0.9371614195230213,-1.8262248753961996
0.19216247108614457,-1.2997611542018077,-0.341210250409985,0.166339766579169,-0.4221452146560801,-0.25993992782211167,0.1021787640760659,0.15842672518472375,-1.0419583221750779,-0.5223655845791787
-0.0002992102143331574,-0.5431778629145145,1.1756444354911841,1.2647159482890593,2.351664388785257,1.7512018002449359,-0.20082623992504445,-0.29122980678865257,0.4179709423570273,2.01133478403905
0.28438369337595687,-0.4991707810946717,1.879746750583461,1.6278525634666148,1.9325685452746493,0.8244105707664646,0.43168681673001436,0.3110374269453849,2.127244561475062,1.874685775394471
-0.31705906068803547,-0.6616584678140905,-0.8544880998298603,-0.6590114785342626,-0.4523892446001442,-0.634559700600518,-0.26925948495401536,-0.21219926480545284,-0.5757927896883415,-0.8227087181625755
0.029772927488866886,-1.230365371332056,0.35115286326003664,-0.04735791231132656,-0.024652249676947152,0.2484386202431208,0.23469400734025866,0.13935038746464104,0.9997744363908616,1.604234612452076
0.009724835686733524,-0.5516407632644839,-0.5610080642734838,-0.20725757413848067,-1.3467484158031924,-0.641223838871036,-0.2985315088392404,-0.24762674914274935,-1.5298059724518958,-1.3678813255675089
-0.503506314447873,-0.9257009587331457,-0.773812311332235,-0.6755992004621263,0.243223444113337,-0.563158219130682,-0.6387198945323923,-0.6128023569271882,-0.752863418307335,-1.0504570659035395
0.027768118308653264,0.2794160511025431,-0.4586022646325355,0.2978460305117817,-0.7116237869778395,-0.08810036241803981,0.004869063052210442,0.005816023424062608,-1.09616361665028,-0.3842931487612193
0.24228270059147725,2.907992899803139,1.1326839536905913,1.8176400125511811,0.42900819948401836,4.285478382547648,0.439598174536832,0.28378551591669554,1.1515492609214264,1.242684110413295
-0.5135303603489397,-0.7158210300538969,-0.7997884166070122,-0.8728585963610453,-0.26660448922946345,-0.728333646264236,-0.5647486990386485,-0.5392221971497267,-0.6191570252685032,-0.21348188795549605
0.7094032395811783,0.9919922605699935,-0.513801488341437,-0.4725116860480118,-0.3357337005301817,-0.7073892116997508,0.7402297711958964,0.8642512208277814,-0.8865698113461657,-1.3835390244747001
-0.7480930344338967,0.39789665600211915,-0.509555394209983,0.11702491760443948,0.12656790004337387,2.255772269298444,-0.7261403982977254,-0.7844893964079316,0.8841364748437638,1.9785959590512852
-1.0307711288439732,-0.46870433983478077,-0.7440896524120574,-0.8700192565715912,0.3814818667147747,-0.9710034812863854,-1.074635709688036,-1.089710799929254,0.36376564788182536,0.8953678801083248
-0.30302539642654225,-0.025248361496367073,-0.34570611478446567,0.06173251117822718,0.14385020286855404,0.8601113115013826,-0.24948109043697161,-0.2830542334800454,-0.8937971839428596,-0.36863544985402813
-0.880410440327975,2.1480244483758573,-1.2223996678081943,-1.7031413263719501,-1.689370069312379,-1.2838371720995603,-0.8550955305488507,-0.8117413074366214,-2.7078677057129514,-1.1059707256653997
0.8056340802314165,1.2035647693192366,2.4467252022540773,1.0480294906728227,0.3209938068266453,-0.12618115253528558,1.456207652712879,1.341159663829847,-0.6336117704618909,1.3451708668967288
-0.5295688337906461,-0.12003284541602836,-0.7570777050494459,-0.562623364629109,0.2561851712322215,-0.20472278215210515,-0.6066788954147814,-0.5937260192071054,0.9744786323024338,-0.4426536628698415
0.007720026506520615,0.33188603327235516,1.2031191622241217,1.995472346732782,0.4376493508966084,3.009295903743447,0.38817434879251783,0.19657940062488916,0.8371585529652557,0.881133608374514
0.21421537206849084,0.40466697628209475,0.3156854887502448,0.5264876030309835,0.9172332542953442,0.4602630152703009,-0.19647499313129485,-0.24490155803988048,0.5950415709760198,0.7160160562623158
-0.7681411262360297,1.9550703203965476,-0.19709282018357707,-0.2606072743929609,-0.08514030956507652,0.44407867947047136,-0.7028018927676142,-0.7272603832476839,-1.522578599855202,0.41424949550553647
0.5951291163090198,0.8075010329406535,0.8976501550024634,0.662477035052208,1.1764677966730395,0.42837035354710756,0.578046936156138,0.5699305817179346,0.5010857272190035,-0.0028146662951027595
-0.36717929019336815,-0.6413475069741631,-0.4511091573417344,-0.19081929114690402,-0.024652249676947152,-0.28897653028651177,-0.3380882978733279,-0.34845881994890016,-0.11324094349995135,-0.06259860757710642
-0.06044348562073182,0.48591081964180416,0.014212805417013807,-0.183347344332551,-0.4394275174812597,-0.47462038210808527,0.15162475036867523,0.18840382731628202,-1.1648236563188696,-0.7558076410136665
-0.5115255511687264,-0.8309164748134851,-0.5357812697277868,-0.724615171564282,0.7616925288687275,0.16799295112043877,-0.563561995367626,-0.5801000636927606,-0.4854506322296715,-0.3358966248662643
1.6496587451012192,1.4828404808682372,0.29870111222442897,1.3573680887870367,0.7789748316939065,0.921992595441907,1.2109555607015374,1.2512283574351712,0.5191541587107376,-0.2789595379310226
-1.1129683052327188,0.20663510809280294,-0.46584560168030986,-0.24626113650940332,1.0425299497778973,-0.025267058724583905,-1.1209171528579183,-1.17255660945647,0.4902446683239633,0.06123955650704233
-1.2312520468653039,-0.4754746601147564,-1.2223996678081943,-1.7031413263719501,0.6147929548546996,-1.2838371720995603,-1.4642700816737975,-1.4837734334041035,0.6347921202578353,1.1658190430507198
-0.9405547157343744,0.15247254585299724,-0.5260402302497454,-0.22952397564525245,0.4765345322532632,-0.27326820436314786,-0.85034871586476,-0.8771458939054757,-0.6878170649370928,0.18365429341781062
-0.5957275367376853,1.2238757301591647,-0.7803063376509294,-0.592660590822808,-0.841241058166687,-0.7388058635464787,-0.5959985623755779,-0.5446725793554645,-0.2541747091354769,-0.8568709703237197
-0.3932418095361413,1.4591443598883218,-0.7058748052289718,-0.8057605139681555,-0.12402549092173129,-0.6221834438124131,-0.3238478538210564,-0.26397789575996267,-0.6878170649370928,-0.9892496974481553
2.7282460840559795,0.22356090879274262,2.451720607114612,1.995472346732782,0.10496502151190047,0.9334168324770808,2.896074773553663,2.848190343716374,0.6564742380479157,0.6548086878069316
0.6332204907330722,1.0275364420398665,0.17956070630069143,0.25749751771427587,0.333955533945531,0.14038437828543565,0.5503571838322767,0.5399534795863764,1.267187222468524,-0.5522575552201805
-1.4473704764922983,0.695790748321053,-0.6808977809263014,-0.5257119473662052,1.3492908249248363,1.2775719731616906,-1.5433836597419723,-1.6241207752018543,1.491235772966026,2.8212648456928546
-0.5977323459178986,-0.021863201356379258,-0.5729970359387656,-0.6618508183237167,-0.20179585363503963,-0.7859308413165704,-0.6948905349607966,-0.6727565611903047,-1.6996492284741955,-0.47539248785760424
1.7398751582108178,-0.3722272758451259,0.5302381275101828,1.076422888567364,-0.3443748519427718,-0.13379731055873473,1.606523451042412,1.7417627559515818,0.009624390643839216,-0.8711052420575305
1.8160579070589242,-0.4128491975249803,1.01079607509356,1.4530090080107547,1.055491676896782,0.6958879041207597,1.6816813502071783,1.7608390936716647,-0.861274007257739,-1.1401329778265439
0.9559947687474145,-0.033711261846336917,0.9815729566594358,1.246783275934612,0.7098456203931882,0.28747143011329773,1.009215936627691,1.0386634514113933,0.6600879243462621,-0.29888751835835714
-0.625799674440885,-1.565496225190857,-0.9354136585705122,-1.3026449771226296,-1.6150561671641066,-1.2041531187792234,-0.5323121320306972,-0.4683672284751337,-0.7094991827271733,-0.3785994400676944
-0.02034730201646581,0.6162394850313379,0.01096579225766671,0.12748564314453356,-0.0505757039147174,0.31031990418364513,0.0776535548749315,0.08212137430439342,0.9600238871090462,-0.9152314844323419
-0.6237948652606717,-0.886771617123285,-0.945654238534607,-1.0976147565367835,-1.2128105689080497,-0.9866642062221027,-0.5410146256181964,-0.4792679928866097,-0.951616164716409,-0.7472670779733807
-0.8884296770488281,-0.4517785391348411,-0.5625066857316441,-0.5186883173607134,-0.4523892446001442,-0.3718022487915215,-0.9100794673062322,-0.9752527736087581,0.40712988346198714,0.3017987488084355
-0.5135303603489397,-0.3569940552151804,-0.5070576917797159,-0.9898692834738131,-1.6370911032662103,-1.0369784501645136,-0.40612597501195824,-0.3838863042861967,-0.4167905925610829,0.011419605438705944
