texture_worst,radius_worst,area_worst
0.8041158728006657,-0.6679006672253643,-0.6342664877092736
-0.654888147534115,-0.3731937177340083,-0.4478682166702336
0.5536140224415618,-0.443362039041474,-0.47137943234575674
1.034306762319842,1.4150960710162626,1.2417255486736598
-1.375927257351535,-0.5636505898542724,-0.5669466039764806
1.2204905700191762,0.761528278266724,0.6429507034121338
0.14739480564301521,-0.7500978436141099,-0.6755379742188251
-0.4416230587148776,-0.04039539381859917,-0.16099755634154767
0.12877642487308194,1.6035481339563131,1.5072838840015117
-1.0949589657325403,0.13201819567974518,-0.04631695038467922
0.4351334175419857,2.381414095879077,2.528922320549426
1.2881937728189337,0.4407588094325951,0.27252219744525763
-0.8732309765633337,-0.38121295445486136,-0.42621760079637055
-1.2185173108420984,-0.6358237203419513,-0.6022980002080227
-0.22158764961566468,0.7314561405635246,0.5871327093623305
-1.2997611542018077,0.19216247108614457,-0.013671881137370114
-0.5431778629145145,-0.0002992102143331574,-0.10433383510917163
-0.4991707810946717,0.28438369337595687,0.06751792838961646
-0.6616584678140905,-0.31705906068803547,-0.38122491468349884
-1.230365371332056,0.029772927488866886,-0.1347800136817916
-0.5516407632644839,0.009724835686733524,-0.09858289026767679
-0.9257009587331457,-0.503506314447873,-0.5063925377042697
0.2794160511025431,0.027768118308653264,-0.10213494443448248
2.907992899803139,0.24228270059147725,0.04417585815060789
-0.7158210300538969,-0.5135303603489397,-0.5172178456412013
0.9919922605699935,0.7094032395811783,0.5566865307897106
0.39789665600211915,-0.7480930344338967,-0.7036161166802414
-0.46870433983478077,-1.0307711288439732,-0.8681946264089037
-0.025248361496367073,-0.30302539642654225,-0.33792368293577263
2.1480244483758573,-0.880410440327975,-0.7599415470395882
1.2035647693192366,0.8056340802314165,0.6920028800013549
-0.12003284541602836,-0.5295688337906461,-0.5429279519914137
0.33188603327235516,0.007720026506520615,-0.09503083610087108
0.40466697628209475,0.21421537206849084,0.03098251410247265
1.9550703203965476,-0.7681411262360297,-0.7014172260055521
0.8075010329406535,0.5951291163090198,0.3926154573705919
-0.6413475069741631,-0.36717929019336815,-0.4145465656768663
0.48591081964180416,-0.06044348562073182,-0.1780812454295178
-0.8309164748134851,-0.5115255511687264,-0.518063572823774
1.4828404808682372,1.6496587451012192,1.664589139960048
0.20663510809280294,-1.1129683052327188,-0.8925515692669995
-0.4754746601147564,-1.2312520468653039,-0.9673138522064331
0.15247254585299724,-0.9405547157343744,-0.8142372321607605
1.2238757301591647,-0.5957275367376853,-0.5769261847308395
1.4591443598883218,-0.3932418095361413,-0.4329834182569528
0.22356090879274262,2.7282460840559795,2.9653175467569786
1.0275364420398665,0.6332204907330722,0.4839539930884518
0.695790748321053,-1.4473704764922983,-1.0809795855442144
-0.021863201356379258,-0.5977323459178986,-0.5787867845324994
-0.3722272758451259,1.7398751582108178,1.804979852267129
-0.4128491975249803,1.8160579070589242,1.7880653086156735
-0.033711261846336917,0.9559947687474145,0.7782670526237782
-1.565496225190857,-0.625799674440885,-0.600268254969848
0.6162394850313379,-0.02034730201646581,-0.13528744999133538
-0.886771617123285,-0.6237948652606717,-0.5843685839374798
-0.4517785391348411,-0.8884296770488281,-0.7849750716437424
-0.3569940552151804,-0.5135303603489397,-0.5233070813557253
0.2811086311725367,-0.16669837217203737,-0.2628231091233101
0.0661509622833058,0.5911194979485932,0.45181636015068627
-1.4876375419711354,-0.9946845636001337,-0.8328432301773616
-1.9480193210094885,-1.1410356337557053,-0.9235051841491633
-0.09972188457610086,-0.860362348525842,-0.7599415470395882
