perimeter_worst,area_worst,concave_points_worst,concave_points_mean,concavity_mean,radius_worst,radius_mean,concavity_worst,area_mean,area_se,perimeter_mean,texture_worst,compactness_worst,smoothness_worst,radius_se
-0.668238394030071,-0.6342664877092736,0.09311468779850983,-0.15488164911206428,-0.42944411712188835,-0.6679006672253643,-0.5964512103099744,-0.5179372808664526,-0.5947266923421473,-0.44155006281150244,-0.5805714146522838,0.8041158728006657,-0.43200661893985615,-0.028972825383242792,-0.5018196524543685
-0.4033264221572421,-0.4478682166702336,-0.5009050839425534,-0.4743377899432178,-0.6243853887309431,-0.3731937177340083,-0.3893366864919345,-0.6064751178890492,-0.4534769397177387,-0.25553370883339493,-0.38674314838525503,-0.654888147534115,-0.33395435928586453,0.6796015904491235,-0.08364774314998742
-0.5373747751377009,-0.47137943234575674,-0.27868938568369517,-0.5597592130583503,-0.7079316479919665,-0.443362039041474,-0.520145859429644,-0.6283715722064657,-0.5280029996738552,-0.3125679755460758,-0.548925983425014,0.5536140224415618,-0.4488691094536,-0.3357337005301817,-0.25354087228108196
1.8164332372405518,1.2417255486736598,2.0447871957075123,2.7839150303401263,3.5791528574963363,1.4150960710162626,1.635480302939693,2.3723946890325096,1.5676052349766558,1.513536231816473,2.0337367726105557,1.034306762319842,2.2797316703444217,1.3881760062814898,1.809693775195116
-0.550692754051526,-0.5669466039764806,-0.7552501535031292,-0.7418417202248171,-0.9480803125045945,-0.5636505898542724,-0.3975122598005411,-1.0347412037451256,-0.45805074123129097,-0.5626723041341921,-0.41561960438013906,-1.375927257351535,-0.6505944589328311,-0.08514030956507652,-0.7835936227205739
0.629395986225689,0.6429507034121338,0.5997126818116426,0.0736581232573692,-0.285579706555821,0.761528278266724,0.4145946888544046,0.097543489403534,0.2804836796334738,-0.006437052802039775,0.3525732386618394,1.2204905700191762,0.6453191638826635,0.4160464723651338,-0.13026476028961706
-0.8103933428711195,-0.6755379742188251,-1.0596572667198703,-0.8345064803877239,-0.8150806621114854,-0.7500978436141099,-0.6455046501616153,-0.8648056778469159,-0.6280885386762934,-0.5407050423967992,-0.6731343009920486,0.14739480564301521,-0.9453757745805002,0.16545308140002865,-0.7656374383408647
-0.0857215771905825,-0.16099755634154767,-0.435151951976247,-0.2780183789242289,-0.7839849692026739,-0.04039539381859917,0.21565573834497187,-0.9673858062252471,0.06336263131366852,-0.3429996867602624,0.15558042927208374,-0.4416230587148776,-0.5475459057932857,-0.4394275174812597,-0.47074164102794874
1.5529688717713988,1.5072838840015117,0.9344558990946569,0.7220616741546911,0.11479294993273075,1.6035481339563131,1.7063352716142859,0.0023415141104192187,1.6967478659475437,0.6275905199120732,1.6421245611730908,0.12877642487308194,-0.08601329506526142,0.04015638591747666,0.5886732373748923
0.16037151143445005,-0.04631695038467922,0.166339766579169,0.12561033380692346,-0.2783365331071822,0.13201819567974518,0.5426786706892458,-0.2775522932513379,0.33940500501394133,-0.5318375238973011,0.5543128627356853,-1.0949589657325403,0.02265608824553184,-0.3573365790616563,-0.8050029194809964
2.5576077159230026,2.528922320549426,1.0480294906728227,1.4951005763223375,1.6322377874225604,2.381414095879077,2.0633353060901176,1.4803521805360247,2.229461218702456,2.3277356576794785,2.1761412131332714,0.4351334175419857,1.3810233796304476,-0.19747527792874398,2.6222111183769563
0.39488374883006955,0.27252219744525763,0.5772968413685841,0.41434473474579264,0.4333676993719996,0.4407588094325951,0.24563284047653014,0.6340066201802351,0.14596010570546566,0.4447987181156013,0.22599151375275947,1.2881937728189337,-0.09850402877914573,1.4789080961136838,0.8486925996426041
