concavity_mean,concave_points_mean,concave_points_worst,compactness_mean,perimeter_worst
-0.42944411712188835,-0.15488164911206428,0.09311468779850983,-0.2176812160126237,-0.668238394030071
-0.6243853887309431,-0.4743377899432178,-0.5009050839425534,0.14555375869718695,-0.4033264221572421
-0.7079316479919665,-0.5597592130583503,-0.27868938568369517,-0.7186179741677521,-0.5373747751377009
3.5791528574963363,2.7839150303401263,2.0447871957075123,4.49432494669323,1.8164332372405518
-0.9480803125045945,-0.7418417202248171,-0.7552501535031292,-0.37120009620503847,-0.550692754051526
-0.285579706555821,0.0736581232573692,0.5997126818116426,-0.2956501988012562,0.629395986225689
-0.8150806621114854,-0.8345064803877239,-1.0596572667198703,-0.8980024596289494,-0.8103933428711195
-0.7839849692026739,-0.2780183789242289,-0.435151951976247,-0.4657305097053376,-0.0857215771905825
0.11479294993273075,0.7220616741546911,0.9344558990946569,0.17160544745711215,1.5529688717713988
-0.2783365331071822,0.12561033380692346,0.166339766579169,0.7428817652640379,0.16037151143445005
1.6322377874225604,1.4951005763223375,1.0480294906728227,1.716098423938377,2.5576077159230026
0.4333676993719996,0.41434473474579264,0.5772968413685841,-0.11514921239320478,0.39488374883006955
-1.0906834118321918,-1.1409495915571863,-1.3295439856543003,-0.9558744253742114,-0.45051839091710116
-0.862660818730992,-0.7321006807467756,-0.6533327989553542,-0.9577352602856346,-0.6798192452594845
-0.1073726632591388,0.23700786219683326,0.23059850918260472,-0.8380835754811221,0.6207103478036288
-0.5334710737204421,-0.341210250409985,0.166339766579169,-0.4852692762752815,0.19221885231533686
1.4773837343826963,1.1756444354911841,1.2647159482890593,1.3513747812994275,-0.03360774665822233
1.9481900085442185,1.879746750583461,1.6278525634666148,2.317148100328074,0.35435076952712286
-0.8365604178557247,-0.8544880998298603,-0.6590114785342626,-0.8730672718158785,-0.3995626455076825
0.7018646461749897,0.35115286326003664,-0.04735791231132656,1.4834940600104758,0.18932363950798328
-0.7016875329500365,-0.5610080642734838,-0.20725757413848067,-0.9923467896381063,-0.08861678999793565
-0.7834854399993195,-0.773812311332235,-0.6755992004621263,-0.9575491767944923,-0.5767496693177061
-0.4766496268388791,-0.4586022646325355,0.2978460305117817,0.1288062444943781,0.13141938336091682
2.0755699553995908,1.1326839536905913,1.8176400125511811,1.9505636227777015,0.6120247093815685
-0.8599134081125428,-0.7997884166070122,-0.8728585963610453,-0.715082387836048,-0.47628578490254575
-0.7478939842603185,-0.513801488341437,-0.4725116860480118,-0.7625336780773398,0.5975486453448018
0.8242493009968178,-0.509555394209983,0.11702491760443948,0.5326074202732151,-0.5906466907930021
-0.8881368081020664,-0.7440896524120574,-0.8700192565715912,-0.3509169956705256,-1.031298080072178
0.2460442481140995,-0.34570611478446567,0.06173251117822718,0.09345038117733712,-0.19284445106265516
-1.1089287159847114,-1.2223996678081943,-1.7031413263719501,-1.270913775878161,-0.937203663833195
1.3100414512589724,2.4467252022540773,1.0480294906728227,1.3997564889964313,0.9768215231080879
-0.5905422852036825,-0.7570777050494459,-0.562623364629109,-0.5997106233278088,-0.5726963713874114
2.3041045659342285,1.2031191622241217,1.995472346732782,2.2073588405541047,0.5164826867389093
0.12078730037298366,0.3156854887502448,0.5264876030309835,0.7391600954411914,0.16037151143445005
0.27976246934052146,-0.19709282018357707,-0.2606072743929609,-0.03308639279944123,-0.7319330757918442
0.7368316904097977,0.8976501550024634,0.662477035052208,0.5214424108046755,0.6438720502624556
-0.4977547356806026,-0.4511091573417344,-0.19081929114690402,-0.16353092009020834,-0.30083588877693423
-0.2567318950621045,0.014212805417013807,-0.183347344332551,-0.38013210377987006,-0.10598806684205543
-0.28570458885665956,-0.5357812697277868,-0.724615171564282,-0.24112773589655612,-0.5118969024329918
0.21482367290444945,0.29870111222442897,1.3573680887870367,0.675891708452802,1.5500736589640456
-0.3404030366239665,-0.46584560168030986,-0.24626113650940332,-0.12854722375545186,-1.0231914842115888
-1.1089287159847114,-1.2223996678081943,-1.7031413263719501,-0.5507706651573784,-1.2608884556952964
-0.4516731666711591,-0.5260402302497454,-0.22952397564525245,-0.1183126317426243,-0.9013030250220135
-0.8113341930863274,-0.7803063376509294,-0.592660590822808,-1.1815937001298469,-0.6653431812227178
-0.7627549780601119,-0.7058748052289718,-0.8057605139681555,-0.9644342659667582,-0.4710744018493096
1.7758524333869505,2.451720607114612,1.995472346732782,1.9859194860947427,2.841338571043628
0.19359368176188751,0.17956070630069143,0.25749751771427587,0.456313188904863,0.6409768374551017
0.5407664780931957,-0.6808977809263014,-0.5257119473662052,0.4953907220447508,-1.4325745751713488
-0.6603514913724599,-0.5729970359387656,-0.6618508183237167,-0.7988199588500925,-0.6195988188665353
-0.023701521697276597,0.5302381275101828,1.076422888567364,-0.4696382630193264,1.4834837643949197
0.7980240178207119,1.01079607509356,1.4530090080107547,0.06925952732883546,1.7151007889831855
0.3909077170868756,0.9815729566594358,1.246783275934612,0.4935298871333273,0.8841747132727811
-1.0193506415931834,-0.9354136585705122,-1.3026449771226296,-1.180663282674135,-0.7041390328412525
